grade,category,skill,question
Seventh grade,Linear functions,Find a missing coordinate using slope,"A line with a slope of 3 passes through the points (–6,d) and (–1,8). What is the value of d?d="
Seventh grade,Linear functions,Find the slope from an equation,"Find the slope of the line  y = –45x + 13.Simplify your answer and write it as a proper fraction, improper fraction, or integer."
Seventh grade,Linear functions,Graph a line using slope,
Seventh grade,Linear functions,Write a linear function,"Look at this graph.yx-1,000-800-600-400-2002004006008001,000-1,000-800-600-400-2002004006008001,0000What is the equation of the line in slope-intercept form?Write your answer using integers, proper fractions, and improper fractions in simplest form."
Seventh grade,Linear functions,Identify linear and nonlinear functions,
Seventh grade,Two-dimensional figures,Identify and classify polygons,
Seventh grade,Two-dimensional figures,"Name, measure, and classify angles",
Seventh grade,Two-dimensional figures,Classify triangles,
Seventh grade,Two-dimensional figures,Triangle inequality,"Can the sides of a triangle have lengths 2, 10, and 10?yesno"
Seventh grade,Two-dimensional figures,Identify trapezoids,
Seventh grade,Two-dimensional figures,Classify quadrilaterals I,
Seventh grade,Two-dimensional figures,Classify quadrilaterals II,
Seventh grade,Two-dimensional figures,Graph triangles and quadrilaterals,"Graph the triangle with vertices (5,3), (7,0), and (1,1).2468102468100xy"
Seventh grade,Two-dimensional figures,Find missing angles in triangles,What is the measure of the missing angle?100°?49°°
Seventh grade,Two-dimensional figures,Find missing angles in triangles using ratios,A triangle has an angle that measures 135°. The other two angles are in a ratio of 2:7. What are the measures of those two angles?° and °
Seventh grade,Two-dimensional figures,Find missing angles in quadrilaterals I,What is the measure of the missing angle?34°109°?90°°
Seventh grade,Two-dimensional figures,Find missing angles in quadrilaterals II,"One angle of a parallelogram measures 10°. What are the measures of the other three angles in the parallelogram?°, °, and °"
Seventh grade,Two-dimensional figures,Interior angles of polygons,What is the sum of the angle measures in this shape?°
Seventh grade,Two-dimensional figures,"Lines, line segments, and rays",
Seventh grade,Two-dimensional figures,"Parallel, perpendicular, and intersecting lines",
Seventh grade,Two-dimensional figures,"Identify complementary, supplementary, vertical, and adjacent angles",
Seventh grade,Two-dimensional figures,"Find measures of complementary, supplementary, vertical, and adjacent angles",What is the value of c?50°30°c°
Seventh grade,Two-dimensional figures,Identify alternate interior and alternate exterior angles,
Seventh grade,Two-dimensional figures,Transversals of parallel lines: name angle pairs,
Seventh grade,Two-dimensional figures,Transversals of parallel lines: find angle measures,"Look at this diagram:QRSTUVWXIf RT and UW are parallel lines and mWVX = 65°, what is mUVS?°"
Seventh grade,Two-dimensional figures,Find lengths and measures of bisected line segments and angles,"After bisecting a line segment, Wayne has two new line segments, each with a measure of 7 centimeters. What was the measure of the original line segment?7 cm7 cmcentimeters"
Seventh grade,Two-dimensional figures,Parts of a circle,
Seventh grade,Two-dimensional figures,Central angles of circles,Find the measure of the unknown angle.170°95°?°
Seventh grade,Transformations and congruence,Line symmetry,Is the dotted line a line of symmetry?yesno
Seventh grade,Transformations and congruence,Rotational symmetry,
Seventh grade,Transformations and congruence,Rotational symmetry: amount of rotation,
Seventh grade,Transformations and congruence,"Identify reflections, rotations, and translations",
Seventh grade,Transformations and congruence,"Combinations of reflections, rotations, and translations",
Seventh grade,Transformations and congruence,Translations: graph the image,
Seventh grade,Transformations and congruence,Translations: find the coordinates,"The point L(-1, 3) is translated 3 units up. What are the coordinates of the resulting point, L′?yx-66-660LL′ = (, )"
Seventh grade,Transformations and congruence,Reflections over the x- and y-axes: graph the image,
Seventh grade,Transformations and congruence,Reflections over the x- and y-axes: find the coordinates,"The point D(4, 0) is reflected over the y-axis. What are the coordinates of the resulting point, D′?yx-66-660DD′ = (, )"
Seventh grade,Transformations and congruence,Reflections: graph the image,
Seventh grade,Transformations and congruence,Reflections: find the coordinates,"The point B(2, -4) is reflected over the y-axis. What are the coordinates of the resulting point, B′?yx-66-660BB′ = (, )"
Seventh grade,Transformations and congruence,Rotations: graph the image,"Graph the image of E(–8,5) after a rotation 270° clockwise around the origin.–10–8–6–4–2246810–10–8–6–4–22468100xyE"
Seventh grade,Transformations and congruence,Rotations: find the coordinates,"The point R(-2, -3) is rotated 270° clockwise around the origin. What are the coordinates of the resulting point, R′?yx-66-660RR′ = (, )"
Seventh grade,Transformations and congruence,Similar and congruent figures,Are these shapes similar?QRSPUVWX49 yd49 yd44 yd49 ydyesno
Seventh grade,Transformations and congruence,Congruence statements and corresponding parts,
Seventh grade,Transformations and congruence,Side lengths and angle measures of congruent figures,GHEFPQNO37°51 cm37°12 cm97°21 cm21 cm133°48 cm93°48 cmThese figures are congruent. What is GH? centimeters
Seventh grade,Transformations and congruence,Side lengths and angle measures of similar figures,"If these two figures are similar, what is the measure of the missing angle?58°122°58°122°?°"
Seventh grade,Transformations and congruence,Similar figures and indirect measurement,Find f.f6 ft4 ft4 ftABCDEWrite your answer as a whole number or a decimal. Do not round.f = feet
Seventh grade,Pythagorean theorem,Pythagorean theorem: find the length of the hypotenuse,3 mi4 micWhat is the length of the hypotenuse?c = miles
Seventh grade,Pythagorean theorem,Pythagorean theorem: find the missing leg length,a4 km5 kmWhat is the length of the missing leg?a = kilometers
Seventh grade,Pythagorean theorem,Pythagorean theorem: word problems,"A gopher has dug holes in opposite corners of a rectangular yard. If the yard is 12 meters by 16 meters, how far will the gopher have to run to get from one of its holes to the other?meters"
Seventh grade,Pythagorean theorem,Converse of the Pythagorean theorem: is it a right triangle?,
Seventh grade,Three-dimensional figures,Bases of three-dimensional figures,
Seventh grade,Three-dimensional figures,Nets of three-dimensional figures,
Seventh grade,Three-dimensional figures,"Front, side, and top view",
Seventh grade,Three-dimensional figures,Cross-sections of three-dimensional figures,Identify the cross section of the cone.Assume objects are perpendicular if they appear so.
Seventh grade,Geometric measurement,Perimeter,
Seventh grade,Geometric measurement,Area of rectangles and parallelograms,
Seventh grade,Geometric measurement,Area of triangles and trapezoids,
Seventh grade,Geometric measurement,Area and perimeter: word problems,Each side of a square piece of cardboard is 7 inches long. What is the piece of cardboard's area?square inches
Seventh grade,Geometric measurement,Area of circles,
Seventh grade,Geometric measurement,Circumference of circles,
Seventh grade,Geometric measurement,Circles: word problems,"An anthropologist visits an igloo with a circular floor. While there, she measures it and calculates that it has a circumference of 12.56 yards. What is the floor's diameter?Use 3.14 for 𝜋.yards"
Seventh grade,Geometric measurement,Volume of cubes and prisms,What is the volume?3 in3 in3 incubic inches
Seventh grade,Geometric measurement,Volume of cubes and rectangular prisms: word problems,
Seventh grade,Geometric measurement,Volume of pyramids,What is the volume of this rectangular pyramid?2 cm3 cm2 cmcubic centimeters
Seventh grade,Geometric measurement,Volume of cylinders,What is the volume of this cylinder?Use 𝜋 ≈ 3.14 and round your answer to the nearest hundredth.5 ft3 ftcubic feet
Seventh grade,Geometric measurement,Surface area of cubes and prisms,What is the surface area?3 cm3 cm4 cmsquare centimeters
Seventh grade,Geometric measurement,Surface area of pyramids,What is the surface area of this triangular pyramid?5 m5 m5 m5 m4.3 msquare meters
Seventh grade,Geometric measurement,Surface area of cylinders,What is the surface area of this cylinder?Use 𝜋 ≈ 3.14 and round your answer to the nearest hundredth.4 mm4 mmsquare millimeters
Seventh grade,Geometric measurement,Perimeter and area: changes in scale,
Seventh grade,Geometric measurement,"Semicircles: calculate area, perimeter, radius, and diameter",The diameter of a semicircle is 10 centimeters. What is the semicircle's radius?centimeters
Seventh grade,Geometric measurement,"Quarter circles: calculate area, perimeter, and radius",The radius of a quarter circle is 2 yards. What is the quarter circle's perimeter?Use 3.14 for 𝜋.yards
Seventh grade,Geometric measurement,Area of compound figures with triangles,
Seventh grade,Geometric measurement,"Area of compound figures with triangles, semicircles, and quarter circles",
Seventh grade,Geometric measurement,Area between two shapes,What is the area of the shaded region?12 yd10 yd6 yd6 ydsquare yards
Seventh grade,Data and graphs,Interpret tables,"The Fairfax Middle School fundraising committee found out how many sweatshirts students already had, in order to decide whether to sell sweatshirts for a fundraiser.SweatshirtsNumber of sweatshirts Frequency0 71 82 93 174 115 10How many students in the class have exactly 5 sweatshirts?"
Seventh grade,Data and graphs,Interpret line plots,"During a lab exercise, students in Professor Eaton's class rolled a 6-sided die and recorded the results.Rolls of a 6-sided die123456Numbers rolledHow many students rolled a number greater than 5? students"
Seventh grade,Data and graphs,Create line plots,"For a study on numerical psychology, people were polled about which number between 1 and 5 they like most, and why.Use the data in the table to complete the line plot below.People's favorite numbers between 1 and 5Favorite number Number of people1 62 33 54 95 2Click to select the X's. To clear a column, click on the number line below it.People's favorite numbers between 1 and 512345Favorite number"
Seventh grade,Data and graphs,Create and interpret line plots with fractions,"Andy and his friends were making candles from melted wax. There were many different colored waxes to choose from. Each friend carefully poured layers of wax into a candle jar. Andy recorded how much teal wax was poured into each candle jar.Amount of melted teal wax (cups)338278238234314278212338234Use the data in the list to complete the line plot below.Click to select the X's. To clear a column, click on the number line below it.Amount of melted teal wax22182142382122582342783318314338Cups"
Seventh grade,Data and graphs,Interpret stem-and-leaf plots,"While writing a paper on making decisions in groups, Maria researched the size of a number of committees.Committee sizes (number of members) Stem   Leaf 2      43      24      25    6      0 6 6 6 67    8      2How many committees have exactly 66 members?committees"
Seventh grade,Data and graphs,Create stem-and-leaf plots,"For a math assignment, Malik researched the scores of the people competing on his favorite quiz show.Quiz show scores17212236445353617588Use the data to complete the stem-and-leaf plot.Quiz show scoresStem Leaf17212364533617588"
Seventh grade,Data and graphs,Interpret bar graphs,A furniture store kept a record of how many couches it sold each day.FridayThursdayWednesday05101520DayNumber of couchesCouches soldHow many more couches did the store sell on Thursday than on Wednesday?couches
Seventh grade,Data and graphs,Create bar graphs,
Seventh grade,Data and graphs,Interpret histograms,
Seventh grade,Data and graphs,Create histograms,"Katy, a candy store employee, placed peppermint candies into jars of various sizes.Use the data to complete the histogram below.Peppermint candies per jar423809181269423152213682764945864Click to set the height of the missing bar.1 - 2021 - 4041 - 6061 - 8081 - 100012345Number of peppermint candiesNumber of jarsPeppermint candies per jar"
Seventh grade,Data and graphs,Create frequency charts,Millersburg Flooring tracked the number of broken tiles in each shipment it received last year.Use the data to complete the frequency chart below.Broken tiles per shipment30   31   48   51   51   63   67   74   76   80   82   87   90   91   93   94   99  Fill in the missing number.Broken tiles per shipmentNumber of broken tiles Number of shipments30-39 240-49 150-5960-69 270-79 280-89 390-99 5
Seventh grade,Data and graphs,Interpret circle graphs,
Seventh grade,Data and graphs,Circle graphs and central angles,"As part of a food drive, six friends collected canned food.Harper30%Steve15%Colin15%Nicole10%Diego20%Emmet10%Cans of food collectedWhat is the measure of the central angle in the ""Harper"" section?°"
Seventh grade,Data and graphs,Interpret line graphs,"The English teachers at Dover Middle School require each student to keep a journal, which they periodically review.MayJuneJulyAugustSeptemberOctoberNovemberDecember0102030405060Pages writtenMonthPages written in journals Gordon   PedroHow many pages did Pedro write in October?pages"
Seventh grade,Data and graphs,Create line graphs,
Seventh grade,Data and graphs,Box plots,"For a science project, Denise recorded the temperature of a nearby pond each day.Pond temperature (°F)656769717375What was the median temperature of the pond?°F"
Seventh grade,Data and graphs,Identify trends with scatter plots,
Seventh grade,Data and graphs,Make predictions with scatter plots,
Seventh grade,Statistics,"Calculate mean, median, mode, and range",Craig prepared and shipped a variety of gift baskets that had been ordered. The 5 packages weighed:5 pounds7 pounds7 pounds9 pounds6 poundsWhat was the median weight? pounds
Seventh grade,Statistics,"Interpret charts and graphs to find mean, median, mode, and range",The parks department compared how many soccer fields there are at each park.Soccer fieldsPark Number of soccer fieldsWindy Hill Park 8Moon Park 9Middle Park 9Crane Park 8Lighthouse Park 5Canyon Park 3Elmhurst Park 5Juniper Park 5What is the mode of the numbers?
Seventh grade,Statistics,"Mean, median, mode, and range: find the missing number","Robert has the following data:812a8126If the mean is 9, which number could a be?826"
Seventh grade,Statistics,"Changes in mean, median, mode, and range",
Seventh grade,Statistics,Calculate mean absolute deviation,"In the data set below, what is the mean absolute deviation?248421If the answer is a decimal, round it to the nearest tenth.mean absolute deviation (MAD):"
Seventh grade,Statistics,Quartiles,"In the data set below, what is the lower quartile?14515471767792"
Seventh grade,Statistics,Identify an outlier,Select the outlier in the data set.1518303139535456642
Seventh grade,Statistics,"Identify representative, random, and biased samples",
Seventh grade,Probability,Probability of simple events,"In a 14-sheet package of construction paper, there are 6 orange sheets.What is the probability that a randomly selected sheet will be orange?Write your answer as a fraction or whole number.P(orange) = "
Seventh grade,Probability,Probability of simple events and opposite events,You pick a card at random.5678What is P(8)?Write your answer as a fraction or whole number.
Seventh grade,Probability,Probability of mutually exclusive events and overlapping events,
Seventh grade,Probability,Experimental probability,"Ellen's Pie Shop recently sold 12 pies, of which 3 were blackberry pies. What is the experimental probability that the next pie sold will be a blackberry pie?Write your answer as a fraction or whole number.P(blackberry pie) ="
Seventh grade,Probability,Make predictions using experimental probability,"Of the 18 people who have taken their seats at a seminar, 3 have brown hair. Considering this data, how many of the next 6 people to take their seats should you expect to be brown-haired?brown-haired people"
Seventh grade,Probability,Make predictions using theoretical probability,"If you roll a 6-sided die 6 times, what is the best prediction possible for the number of times you will roll a three?times"
Seventh grade,Probability,Compound events: find the number of outcomes,You flip a coin and pick a card. How many outcomes are possible?234
Seventh grade,Probability,Compound events: find the number of sums,You spin each spinner and find the sum. How many different sums are possible?3453456
Seventh grade,Probability,Probability of compound events,"What is the probability of rolling a three on the first die and a four on the second die?Write your answer as a fraction or a whole number. With fractions, use a slash ( / ) to separate the numerator and denominator."
Seventh grade,Probability,Identify independent and dependent events,
Seventh grade,Probability,Probability of independent and dependent events,You spin the spinner twice.567What is the probability of landing on a 6 and then landing on a 5?Write your answer as a fraction or whole number.
Seventh grade,Probability,Counting principle,Walter is ordering a sandwich from a deli. There are 3 types of meat to choose from and 6 bread choices. How many different sandwiches can Walter order?sandwiches
