grade,category,skill,question
Eighth grade,One-variable equations,Solve equations: complete the solution,Complete the process of solving the equation.Fill in the missing term on each line. Simplify any fractions.6s+3=36s= Subtract 3 from both sidess= Divide both sides by 6
Eighth grade,One-variable equations,Solve equations: word problems,Turnerwalks6kilometersduringeachtriptoschool.HowmanytripswillTurnerhavetomakeinalltowalkatotalof18kilometers?trips
Eighth grade,One-variable equations,Find the number of solutions,
Eighth grade,One-variable equations,Create equations with no solutions or infinitely many solutions,Find the missing number so that the equation has no solutions.4x+16=x–18
Eighth grade,One-variable equations,Checkpoint: Solve linear equations,
Eighth grade,One-variable inequalities,Solutions to inequalities,
Eighth grade,One-variable inequalities,Graph inequalities on number lines,"Graph.x≤8To draw a ray, plot an endpoint and select an arrow. Select an endpoint to change it from closed to open. Select the middle of the ray to delete it.345678910"
Eighth grade,One-variable inequalities,Write inequalities from number lines,"What inequality does this number line show?123456Write your answer starting with x (for example, x<3).><≥≤="
Eighth grade,One-variable inequalities,Solve one-step inequalities,Solve for p.p+3≥9><≥≤=
Eighth grade,One-variable inequalities,Graph solutions to one-step inequalities,"Solve the inequality and graph the solution.v–3>6To draw a ray, plot an endpoint and select an arrow. Select an endpoint to change it from closed to open. Select the middle of the ray to delete it.012345678910"
Eighth grade,One-variable inequalities,Solve two-step inequalities,Solve for u.5≥–1–u><≥≤=
Eighth grade,One-variable inequalities,Graph solutions to two-step inequalities,"Solve the inequality and graph the solution.–6+3g≥6To draw a ray, plot an endpoint and select an arrow. Select an endpoint to change it from closed to open. Select the middle of the ray to delete it.–5–4–3–2–1012345"
Eighth grade,One-variable inequalities,Solve multi-step inequalities,Solve for t.t–3+8≤10><≥≤=
Eighth grade,One-variable inequalities,Graph solutions to multi-step inequalities,"Solve the inequality and graph the solution.9<5–4qTo draw a ray, plot an endpoint and select an arrow. Select an endpoint to change it from closed to open. Select the middle of the ray to delete it.–5–4–3–2–1012345"
Eighth grade,Linear equations,Find the slope of a graph,"Look at this graph:yx1020304050607080901001020304050607080901000What is the slope?Simplify your answer and write it as a proper fraction, improper fraction, or integer."
Eighth grade,Linear equations,Find the slope from two points,"Find the slope of the line that passes through (9, 10) and (3, 3).Simplify your answer and write it as a proper fraction, improper fraction, or integer."
Eighth grade,Linear equations,Find a missing coordinate using slope,"A line has a slope of–5 and includes the points (8,u) and (10,–5). What is the value of u?u="
Eighth grade,Linear equations,Slope-intercept form: find the slope and y-intercept,"Find the slope of the line  y = 12x −  9.Simplify your answer and write it as a proper fraction, improper fraction, or integer."
Eighth grade,Linear equations,Graph a line using slope,"Graph the line that has a slope of 6 and includes the point (0,4).Click to select points on the graph.12345678910123456789100xy"
Eighth grade,Linear equations,Graph a line from an equation in slope-intercept form,
Eighth grade,Linear equations,Graph a line from an equation in point-slope form,
Eighth grade,Linear equations,Write a linear equation from a slope and y-intercept,"Aline'sslopeis10 ,anditsy -interceptis–7 .   Whatisitsequationinslope -interceptform?Write your answer using integers, proper fractions, and improper fractions in simplest form.y = x −"
Eighth grade,Linear equations,Write a linear equation from a graph,"Look at this graph.yx-10-8-6-4-2246810-10-8-6-4-22468100What is the equation of the line in slope-intercept form?Write your answer using integers, proper fractions, and improper fractions in simplest form."
Eighth grade,Linear equations,Write a linear equation from a slope and a point,"Alinewithaslopeof10passesthroughthepoint(1, 4) .   Whatisitsequationinslope -interceptform?Write your answer using integers, proper fractions, and improper fractions in simplest form.y = x −"
Eighth grade,Linear equations,Write a linear equation from two points,"The points (2, 6) and (3, 8) fall on a particular line. What is its equation in slope-intercept form?Write your answer using integers, proper fractions, and improper fractions in simplest form.y = x +"
Eighth grade,Linear equations,Convert a linear equation in standard form to slope-intercept form,"Rewrite the following equation in slope-intercept form.12x + 10y = –11Write your answer using integers, proper fractions, and improper fractions in simplest form."
Eighth grade,Linear equations,Graph a line from an equation in standard form,Graph this function using intercepts:3x–2y=–12Click to select points on the graph.–10–8–6–4–2246810–10–8–6–4–22468100xy
Eighth grade,Linear equations,Slopes of parallel and perpendicular lines,"Linemhasaslopeof–94.   Linenisparalleltolinem .   Whatistheslopeoflinen ?Simplify your answer and write it as a proper fraction, improper fraction, or integer."
Eighth grade,Functions,Identify functions,
Eighth grade,Functions,Identify functions: graphs,
Eighth grade,Functions,"Does (x, y) satisfy the linear function?",
Eighth grade,Functions,Identify independent and dependent variables,
Eighth grade,Functions,Rate of change: tables,"A school administrator who was concerned about grade inflation looked over the number of straight-A students from year to year.Straight-A studentsYear Students2010 332011 362012 322013 332014 30According to the table, what was the rate of change between 2012 and 2014?students per year"
Eighth grade,Functions,Rate of change: graphs,"A pair of Jefferson High School hockey fans counted the number of games won by the school each year.20122013201420159101112131415161720110YearGames wonHockey games won by Jefferson HighAccording to the graph, what was the rate of change between 2012 and 2015?games per year"
Eighth grade,Functions,Constant rate of change,This graph shows how the cost of Roger's birthday party depends on the number of guests.yx12345678910$1$2$3$4$5$6$7$8$9$100CostGuestsCost of Roger's birthday partyWhat is the rate of change?$ per guest
Eighth grade,Functions,Evaluate a linear function,Use the function p=y+5 to find the value of p when y=1.p=
Eighth grade,Functions,Complete a table for a linear function,Read the following description of a relationship:Each crate of ceramic tiles has 9 more hexagonal tiles than square tiles.Let s represent the number of square tiles in a crate and h represent the number of hexagonal tiles in the same crate.Complete the table using the function h=s+9.s h1 102 113 124
Eighth grade,Functions,Complete a table and graph a linear function,
Eighth grade,Functions,Interpret the graph of a linear function: word problems,"This graph shows how the number of pages Lola still has to write for a research paper depends on the number of hours she spends writing.12345678910123456789100Number of pages left to writeHours spent writingTotal pages Lola has to writeAfter 8 hours of writing, how many pages will Lola have left to write?pages"
Eighth grade,Functions,Write a linear function from a table,Fill in the missing number to complete the linear equation that gives the rule for this table.x y5 916 927 938 94y = x +
Eighth grade,Functions,Compare linear functions: graphs and equations,Function A and Function B are linear functions.Function Ay=2x+4Function B–10–8–6–4–2246810–10–8–6–4–22468100xyWhich statement is true?The slope of Function A is greater than the slope of Function B.The slope of Function A is less than the slope of Function B.
Eighth grade,Functions,"Compare linear functions: tables, graphs, and equations",
Eighth grade,Functions,Write linear functions: word problems,"Justin buys 5 souvenirs during each day of vacation. Write an equation that shows the relationship between the days of vacation x and the number of souvenirs bought y.Write your answer as an equation with y first, followed by an equals sign."
Eighth grade,Functions,Interpret linear functions,"This equation shows how the number of pies Gina can bake is related to the number of additional cups of sugar she buys.p = 3sThe variable s represents the number of additional cups of sugar Gina buys, and the variable p represents the total number of pies she can bake. With 3 additional cups of sugar, how many total pies can Gina bake?pies"
Eighth grade,Functions,Identify linear and nonlinear functions: graphs and equations,
Eighth grade,Functions,Identify linear and nonlinear functions: tables,The table shows a function. Is the function linear or nonlinear?x y9 1410 1811 20linearnonlinear
Eighth grade,Functions,"Does (x, y) satisfy the nonlinear function?",
Eighth grade,Functions,Evaluate a nonlinear function,Use the following function rule to find f(8).f(x)  = 4x + x2 f(8) =
Eighth grade,Functions,Find values using function graphs,
Eighth grade,Functions,Complete a table for a function graph,
Eighth grade,Functions,Domain and range of functions,"What is the range of this function?(19, 8)(4, 10)(–7, –8)Write the numbers in the range with commas between them (for example, {1, 2, 3}).Range: {}"
Eighth grade,Functions,Checkpoint: Understand functions,What is the output of this function when the input is–3?–10–8–6–4–2246810–10–8–6–4–2246810xy
Eighth grade,Functions,Checkpoint: Compare functions,
Eighth grade,Functions,Checkpoint: Linear and nonlinear functions,
Eighth grade,Systems of linear equations,"Is (x, y) a solution to the system of equations?",
Eighth grade,Systems of linear equations,Solve a system of equations by graphing,
Eighth grade,Systems of linear equations,Solve a system of equations by graphing: word problems,
Eighth grade,Systems of linear equations,Find the number of solutions to a system of equations by graphing,
Eighth grade,Systems of linear equations,Find the number of solutions to a system of equations,
Eighth grade,Systems of linear equations,Classify a system of equations by graphing,
Eighth grade,Systems of linear equations,Classify a system of equations,
Eighth grade,Systems of linear equations,Solve a system of equations using substitution,"Solve using substitution.y = –74x + y = 9(, )"
Eighth grade,Systems of linear equations,Solve a system of equations using substitution: word problems,"Write a system of equations to describe the situation below, solve using substitution, and fill in the blanks.Patty wants to take group fitness classes at a nearby gym, but needs to start by selecting a membership plan. With the first membership plan, Patty can pay $38 per month, plus $3 for each group class she attends. Alternately, she can get the second membership plan and pay $35 per month plus $4 per class. If Patty attends a certain number of classes in a month, the two membership plans end up costing the same total amount. How many classes per month is that? What is that total amount?If Patty attends classes per month, each membership plan costs $."
Eighth grade,Systems of linear equations,Solve a system of equations using elimination,"Solve using elimination.7x − 10y = –7–10x + 10y = –20(, )"
Eighth grade,Systems of linear equations,Solve a system of equations using elimination: word problems,"Write a system of equations to describe the situation below, solve using elimination, and fill in the blanks.In order to burn calories and lose weight, Diane is trying to incorporate more exercise into her busy schedule. She has several short exercise DVDs she can complete at home. Last week, she burned a total of 399 calories by doing 3 body sculpting workouts and 2 yoga sessions. This week, she has completed 5 body sculpting workouts and 5 yoga sessions and burned a total of 810 calories. How many calories does each workout burn?A body sculpting workout burns calories and a yoga workout burns calories."
Eighth grade,Systems of linear equations,Solve a system of equations using any method,"Solve.2x − y = 13x − y = 4(, )"
Eighth grade,Systems of linear equations,Solve a system of equations using any method: word problems,"Write a system of equations to describe the situation below, solve using any method, and fill in the blanks.A pair of kids and a pair of adults decided to compete in a three-legged race. The kids got to start 12 yards ahead of the adults, since they had shorter legs. When they were told to start, the kids hobbled forward at a rate of 1 yard per second, and the adults hobbled after them at a rate of 4 yards per second. Soon they were side-by-side. How far did the adults go? How long did that take?The adults went yards and caught up to the kids in seconds."
Eighth grade,Systems of linear equations,Checkpoint: Systems of equations,"Solve the system of equations.–x+4y=186x–y=7(, )"
Eighth grade,Monomials and polynomials,Identify monomials,
Eighth grade,Monomials and polynomials,Model polynomials with algebra tiles,"What expression does this set of algebra tiles represent?x2x2xx111111111Combine like terms. For example, write 3 instead of 1 + 1 + 1."
Eighth grade,Monomials and polynomials,Add and subtract polynomials using algebra tiles,"Use algebra tiles to find (2x2+2x+8)+(4x2+10x).x2x2xx11111111+x2x2x2x2xxxxxxxxxxCombine like terms. For example, write 3 instead of 1 + 1 + 1."
Eighth grade,Monomials and polynomials,Add and subtract polynomials,Add.(7k2+1)+(5k2+8k+3)
Eighth grade,Monomials and polynomials,Add polynomials to find perimeter,Find the perimeter. Simplify your answer.cccc
Eighth grade,Monomials and polynomials,Multiply monomials,Simplify. Express your answer using positive exponents.9y10y7
Eighth grade,Monomials and polynomials,Divide monomials,Simplify. Express your answer using positive exponents.7a27a5
Eighth grade,Monomials and polynomials,Multiply and divide monomials,Simplify. Express your answer using positive exponents.(10a5)(7a)7a6
Eighth grade,Monomials and polynomials,Powers of monomials,Simplify. Express your answer using a single exponent.(6b6)2
Eighth grade,Monomials and polynomials,Square and cube roots of monomials,Simplify. Assume u is greater than or equal to zero.u24
Eighth grade,Monomials and polynomials,Multiply polynomials using algebra tiles,
Eighth grade,Monomials and polynomials,Multiply polynomials,Find the product. Simplify your answer.–3(4j2+2j)
Eighth grade,Monomials and polynomials,Multiply polynomials to find area,Find the area. Simplify your answer.3x3x
Eighth grade,Data and graphs,Interpret tables,Mike's Treats counted how many times its most frequent customers ate ice cream last month.Eating ice cream last monthTimes eaten Frequency0 111 42 123 24 05 86 9How many customers ate ice cream more than 4 times?
Eighth grade,Data and graphs,Interpret bar graphs,
Eighth grade,Data and graphs,Create bar graphs,
Eighth grade,Data and graphs,Interpret line graphs,The P.E. teachers at Greenville Middle School kept track of how many girls and boys participated in the school jog-a-thon each year.1985198619871988198919900102030405060708090100Number of studentsYearParticipants in the jog-a-thon boys   girlsHow many boys participated in the jog-a-thon in 1987?students
Eighth grade,Data and graphs,Create line graphs,
Eighth grade,Data and graphs,Interpret line plots,A statistics lab required students to draw cards numbered between 1 and 6 and track the results.Drawing a number between 1 and 6123456Number drawnWhich number was drawn the fewest times? 
Eighth grade,Data and graphs,Create line plots,"Jake's Treats counted how many times its most frequent customers ate ice cream last month.Use the data in the tally chart to complete the line plot below.Eating ice cream last monthTimes eaten Number of customers0123456Click to select the X's. To clear a column, click on the number line below it.Eating ice cream last month0123456Times eaten"
Eighth grade,Data and graphs,Create and interpret line plots with fractions,"One morning, Elise was reading the back of a cereal box. She learned that most people use a half of a cup of milk in their cereal. Curious about how much milk her father actually puts in his cereal, she started measuring! She recorded her results.Amount of milk (cups)1 1 2 1122 2 1Use the data in the list to complete the line plot below.Click to select the X's. To clear a column, click on the number line below it.Amount of milk in cereal11122Cups"
Eighth grade,Data and graphs,Interpret stem-and-leaf plots,Antonio counted the number of words per page in his new book.Words per page Stem   Leaf 1      3 8 9 9 9 92      0 2 43    4      5 6 95      36      1 1 1 1 77      1 4 88      1 9 9How many pages have exactly 19 words?pages
Eighth grade,Data and graphs,Create stem-and-leaf plots,"As part of a statistics project, a math class weighed all the children who were willing to participate.Children's weights (kg)11121213151718202124253033363944455359Use the data to complete the stem-and-leaf plot.Children's weights (kg)Stem Leaf11223578230369445539"
Eighth grade,Data and graphs,Interpret histograms,
Eighth grade,Data and graphs,Create histograms,A business magazine surveyed its readers about their commute times.Use the data in the table to complete the histogram below.Commute time (minutes)Time (minutes) Number of commutes1 - 5 106 - 10 511 - 15 2516 - 20 521 - 25 20Click to set the height of the missing bar.1 - 56 - 1011 - 1516 - 2021 - 250510152025Time (minutes)Number of commutesCommute time (minutes)
Eighth grade,Data and graphs,Create frequency charts,An employee at the craft store counted the number of red buttons in each bag of mixed buttons.Use the data to complete the frequency chart below.Red buttons per bag9   13   10   14   15   12   9   8   10   7   12   15   13   8   8   13   11   4   15   13   13   5   8   11   14   2   11   8   10   4   15  Fill in the missing number.Red buttons per bagNumber of red buttons Number of bags2-3 14-56-7 18-9 710-11 612-13 714-15 6
Eighth grade,Data and graphs,Box plots,Angie babysits to earn extra spending money. She recorded how much money she earned each time she babysat for a year.Amount earned ($)102030405060What is the range of the amount of money Angie earned babysitting?$
Eighth grade,Data and graphs,Create scatter plots,
Eighth grade,Data and graphs,Identify trends with scatter plots,
Eighth grade,Data and graphs,Make predictions with scatter plots,"Based on the scatter plot below, which is a better prediction for y when x = 4?yx246810246810050"
Eighth grade,Data and graphs,Interpret circle graphs,
Eighth grade,Data and graphs,Circle graphs and central angles,"Lowell Junior High's students were questioned about their favorite farm animals.Turkeys5%Horses15%Roosters25%Chickens15%Sheep15%Pigs25%Favorite farm animalsWhat is the measure of the central angle in the ""Turkeys"" section?°"
Eighth grade,Statistics,"Calculate mean, median, mode, and range",What is the median?–1–3–10–5–4–4–1
Eighth grade,Statistics,"Interpret charts and graphs to find mean, median, mode, and range",The local high school found out how many members each club had.Club membershipClub Number of membersart club 6drama club 8French club 9Spanish club 9speech club 5geology club 5What is the mean of the numbers?
Eighth grade,Statistics,"Mean, median, mode, and range: find the missing number",
Eighth grade,Statistics,"Changes in mean, median, mode, and range",
Eighth grade,Statistics,Quartiles,"In the data set below, what is the lower quartile?12244667779"
Eighth grade,Statistics,Identify an outlier,Select the outlier in the data set.76571757681858999
Eighth grade,Statistics,Identify an outlier and describe the effect of removing it,
Eighth grade,Statistics,Outliers in scatter plots,
Eighth grade,Statistics,Scatter plots: line of best fit,
Eighth grade,Statistics,"Identify representative, random, and biased samples",
Eighth grade,Statistics,Checkpoint: Scatter plots,
Eighth grade,Probability,Probability of simple events,"Kristen has a lot of stuff in her pencil case. There are 12 items in her pencil case, including 6 coins.What is the probability that a randomly selected item from Kristen's pencil case will be a coin?Write your answer as a fraction or whole number.P(coin) = "
Eighth grade,Probability,"Probability of opposite, mutually exclusive, and overlapping events",You spin the spinner once.567What is P(odd or less than 7)?Write your answer as a percentage.%
Eighth grade,Probability,Experimental probability,"At Frosty Freeze, 10 of the last 15 sundaes sold had nuts. What is the experimental probability that the next sundae sold will have nuts?Write your answer as a fraction or whole number.P(nuts) ="
Eighth grade,Probability,Find probabilities using two-way frequency tables,Dominic just returned from a spring break volunteer trip. He is shopping for a photo album that will showcase his photos from the trip. The albums range in photo capacity and orientation.Horizontally Vertically50 photos 3 1100 photos 1 5What is the probability that a randomly selected photo album holds exactly 100 photos and is oriented vertically?Simplify any fractions.
Eighth grade,Probability,Make predictions,"Yesterday a florist sold several flower bouquets.rose 5daffodil 1tulip 4Based on past data, how many of the next 18 bouquets sold should you expect to be rose bouquets?rose bouquets"
Eighth grade,Probability,Compound events: find the number of outcomes,You roll a die and pick a marble. How many outcomes are possible?
Eighth grade,Probability,Compound events: find the number of sums,You spin each spinner and find the sum. How many different sums are possible?2345678
Eighth grade,Probability,Identify independent and dependent events,
Eighth grade,Probability,Probability of independent and dependent events,You flip a coin twice.What is the probability of getting heads and then getting heads?Write your answer as a percentage.%
Eighth grade,Probability,Factorials,Evaluate:3! =
Eighth grade,Probability,Permutations,"Herman wants to teach his new puppy some tricks. If he wants to teach every trick from a book that includes standing, begging, catching a ball, shaking hands, and climbing, in how many different orders can the puppy learn the tricks?orders"
Eighth grade,Probability,Counting principle,"Jordan is a camp counselor who takes a group of campers through activity stations, where each camper chooses one activity. Today they are going to the arts and crafts station, where there are 4 different activities, and the sports station, where there are 2 different activities. How many different combinations of activities can a camper do?combinations"
Eighth grade,Probability,Combination and permutation notation,Evaluate.3P2 =
