grade,category,skill,question
Sixth grade,One-variable equations,Solve one-step addition and subtraction equations with whole numbers,Solve for g.g + 7 = 13g =
Sixth grade,One-variable equations,Solve one-step multiplication and division equations with whole numbers,Solve for h.h3 =  4h =
Sixth grade,One-variable equations,Solve one-step equations with whole numbers,Solve for f.f + 7 = 47f =
Sixth grade,One-variable equations,"Solve one-step addition and subtraction equations with decimals, fractions, and mixed numbers",Solve for t.t –  6  = 58Write your answer as a fraction or as a whole or mixed number.t =
Sixth grade,One-variable equations,"Solve one-step multiplication and division equations with decimals, fractions, and whole numbers",Solve for n.n · 4.8 = 9.6n =
Sixth grade,One-variable equations,Solve one-step addition and subtraction equations: word problems,
Sixth grade,One-variable equations,Solve one-step multiplication and division equations: word problems,
Sixth grade,One-variable equations,Write a one-step equation: word problems,
Sixth grade,One-variable equations,Solve one-step equations: word problems,
Sixth grade,One-variable equations,Which word problem matches the one-step equation?,
Sixth grade,One-variable equations,Solve one-step equations involving integers,Solve for b.–2 + 2 = bb =
Sixth grade,One-variable equations,Solve equations involving like terms,
Sixth grade,One-variable equations,Solve two-step equations,Solve for p.30p =  5p =
Sixth grade,One-variable inequalities,Solutions to inequalities,
Sixth grade,One-variable inequalities,Graph inequalities on number lines,"Graph.x<0To draw a ray, plot an endpoint and select an arrow. Select an endpoint to change it from closed to open. Select the middle of the ray to delete it.0246810"
Sixth grade,One-variable inequalities,Write inequalities from number lines,"What inequality does this number line show?234567Write your answer starting with x (for example, x<3).><≥≤="
Sixth grade,One-variable inequalities,Solve one-step inequalities,Solve for k.k≥1+1><≥≤=
Sixth grade,One-variable inequalities,Graph solutions to one-step inequalities,"Solve the inequality and graph the solution.y≤10–6To draw a ray, plot an endpoint and select an arrow. Select an endpoint to change it from closed to open. Select the middle of the ray to delete it.012345678910"
Sixth grade,One-variable inequalities,One-step inequalities: word problems,
Sixth grade,Two-variable equations,"Does (x, y) satisfy an equation?",
Sixth grade,Two-variable equations,Identify independent and dependent variables in tables and graphs,
Sixth grade,Two-variable equations,Write an equation from a graph using a table,Complete the table and write the equation for the relationship shown in the graph.123456789101112131415161718192012345678910111213141516171819200xyx y6 1110 1511 1615y=
Sixth grade,Two-variable equations,Identify independent and dependent variables: word problems,
Sixth grade,Two-variable equations,Find a value using two-variable equations,Use the equation t=f+7 to find the value of t when f=1.t=
Sixth grade,Two-variable equations,Find a value using two-variable equations: word problems,"This equation shows how the distance Kiera runs depends on the number of track practices she attends.d = p + 14The variable p represents the number of track team practices she attends, and the variable d represents the distance run in miles. How many miles would Kiera have run after 3 track practices?miles"
Sixth grade,Two-variable equations,Solve word problems by finding two-variable equations,"Read the following description of a relationship:Every day, an automobile factory assembles 17 more cars than trucks.Let t represent the number of trucks assembled and c represent the number of cars assembled.Find the value of c when t=6.c="
Sixth grade,Two-variable equations,Complete a table for a two-variable relationship,"Read the following description of a relationship:Joy has a superhero lunch box collection with 10 lunch boxes in it. From now on, she decides to buy one new lunch box every year for her birthday.Let y represent the number of years from now and b represent the total number of lunch boxes in her collection.Complete the table using the equation b=y+10.y b1 1123 134"
Sixth grade,Two-variable equations,Write a two-variable equation from a table,Complete the equation that represents the relationship between z and b.z b2 13 24 35 4b=z–
Sixth grade,Two-variable equations,Write a two-variable equation,Read the following description of a relationship:The maple tree in Sally's backyard is 5 years younger than the willow tree.Let w represent the willow tree's age and m represent the maple tree's age.Complete the equation that represents the relationship between w and m.w m7 28 39 410 5m=w–
Sixth grade,Two-variable equations,Identify the graph of an equation,
Sixth grade,Two-variable equations,Complete a table and graph a two-variable equation,"Use the equation to complete the table.y=xx y46810Now, graph the equation.1234567891012345678910xy"
Sixth grade,Two-variable equations,Graph a two-variable equation,"Brennan is taking guitar lessons. Before he began the lessons, he knew how to play 2 songs on his guitar. Let s be the number of songs he learns at his lessons, and let t be the total number of songs he can play.The equation t=s+2 represents this situation. Graph the equation.1234567891012345678910stSongs learned in lessonsTotal songs known"
Sixth grade,Two-variable equations,Interpret a graph: word problems,
Sixth grade,Two-dimensional figures,Identify and classify polygons,Is this a polygon?yesno
Sixth grade,Two-dimensional figures,Measure and classify angles,What is the measurement of this angle?°
Sixth grade,Two-dimensional figures,Estimate angle measurements,Estimate the measure of this angle within 15°.°
Sixth grade,Two-dimensional figures,Classify triangles,
Sixth grade,Two-dimensional figures,Triangle inequality,
Sixth grade,Two-dimensional figures,Identify trapezoids,
Sixth grade,Two-dimensional figures,Classify quadrilaterals,
Sixth grade,Two-dimensional figures,Graph triangles and quadrilaterals,"Graph the triangle with vertices (2,6), (7,0), and (1,3).2468102468100xy"
Sixth grade,Two-dimensional figures,Find missing angles in triangles,What is the measure of the missing angle?90°?53°°
Sixth grade,Two-dimensional figures,Find missing angles in special triangles,A right triangle has one angle that measures 80°. What is the measure of the other acute angle?°
Sixth grade,Two-dimensional figures,Find missing angles in quadrilaterals,What is the measure of the missing angle?42°109°143°?°
Sixth grade,Two-dimensional figures,Sums of angles in polygons,What is v?125°v100°85°v = °
Sixth grade,Two-dimensional figures,"Lines, line segments, and rays",What is the name of this figure?YZ
Sixth grade,Two-dimensional figures,Name angles,
Sixth grade,Two-dimensional figures,Complementary and supplementary angles,The measure of an angle is 59°. What is the measure of its complementary angle?°
Sixth grade,Two-dimensional figures,"Identify complementary, supplementary, vertical, adjacent, and congruent angles",
Sixth grade,Two-dimensional figures,"Find measures of complementary, supplementary, vertical, and adjacent angles",What is the value of f?f50°°
Sixth grade,Symmetry and transformations,Line symmetry,Is the dotted line a line of symmetry?yesno
Sixth grade,Symmetry and transformations,Rotational symmetry,
Sixth grade,Symmetry and transformations,Rotational symmetry: amount of rotation,
Sixth grade,Symmetry and transformations,"Reflection, rotation, and translation",
Sixth grade,Symmetry and transformations,Similar and congruent figures,
Sixth grade,Symmetry and transformations,Find side lengths of similar figures,"If these two shapes are similar, what is the measure of the missing length v?1 cm4 cm2 cmvv = centimeters"
Sixth grade,Three-dimensional figures,Identify polyhedra,
Sixth grade,Three-dimensional figures,Which figure is being described?,
Sixth grade,Three-dimensional figures,Nets of three-dimensional figures,
Sixth grade,Three-dimensional figures,"Front, side, and top view",
Sixth grade,Geometric measurement,Perimeter,
Sixth grade,Geometric measurement,Area of rectangles and squares,What is the area?9 km5 kmsquare kilometers
Sixth grade,Geometric measurement,Understanding area of a parallelogram,
Sixth grade,Geometric measurement,Area of parallelograms,What is the area of the parallelogram?square yards
Sixth grade,Geometric measurement,Understanding area of a triangle,"You can find the area of this triangle by copying it and forming a rectangle.Which shows how to copy the triangle, cut the copy into pieces, and form a rectangle?"
Sixth grade,Geometric measurement,Area of triangles,What is the area of the triangle?square miles
Sixth grade,Geometric measurement,Understanding area of a trapezoid,You can find the area of this trapezoid by cutting it into two triangles.Which shows how to cut the trapezoid into two triangles?
Sixth grade,Geometric measurement,Area of trapezoids,What is the area of the trapezoid?square miles
Sixth grade,Geometric measurement,Area of rhombuses,
Sixth grade,Geometric measurement,Area of quadrilaterals,
Sixth grade,Geometric measurement,Area of compound figures,
Sixth grade,Geometric measurement,Area of compound figures with triangles,What is the area of this figure?20 mi8 mi15 mi4 mi5 mi12 misquare miles
Sixth grade,Geometric measurement,Area between two rectangles,
Sixth grade,Geometric measurement,Area between two triangles,
Sixth grade,Geometric measurement,Rectangles: relationship between perimeter and area,"The rectangles below have the same perimeter.8 m6 mIf the area of the gray rectangle is 24 square meters, what are its dimensions?meters by meters"
Sixth grade,Geometric measurement,Compare area and perimeter of two figures,
Sixth grade,Geometric measurement,Area of quadrilaterals and triangles: word problems,
Sixth grade,Geometric measurement,Volume of cubes and rectangular prisms,What is the volume?4 ft4 ft4 ftcubic feet
Sixth grade,Geometric measurement,Volume of cubes and rectangular prisms with fractional side lengths,"Find the volume of the rectangular prism.Write your answer as a whole number, a proper fraction, or a mixed number.cubic miles"
Sixth grade,Geometric measurement,Volume of cubes and rectangular prisms: word problems,
Sixth grade,Geometric measurement,Surface area of cubes and rectangular prisms,What is the surface area?5 cm4 cm5 cmsquare centimeters
Sixth grade,Geometric measurement,Volume of triangular prisms,What is the volume?2 ft2 ft1 ftcubic feet
Sixth grade,Geometric measurement,Surface area of triangular prisms,What is the surface area?10 ft12 ft10 ft10 ft8 ftsquare feet
Sixth grade,Geometric measurement,Surface area of pyramids,What is the surface area of this rectangular pyramid?3 m3 m3 msquare meters
Sixth grade,Geometric measurement,Relate volume and surface area,The volume of this cube is 64 cubic feet. What is the surface area of this cube?square feet
Sixth grade,Data and graphs,Interpret pictographs,Look at this pictograph:Favorite Winter Olympics sportsSnowboardingLugeFigure skatingBobsleddingEach = 10 childrenHow many children chose luge as their favorite?children
Sixth grade,Data and graphs,Create pictographs,Use the data in the table to complete the missing row in the pictograph below.Pizza slices soldRestaurant SlicesPizzas Only 200The Big Cheese 450Pizza Italia 850Click to select the pizza slices.Pizza slices soldPizzas OnlyThe Big CheesePizza Italia=100 slices=50 slices
Sixth grade,Data and graphs,Interpret line plots,"To better understand library usage patterns, a librarian figured out how many books were checked out by some patrons last year.Checking out books from the library1234Books checked outHow many patrons checked out fewer than 3 books? patrons"
Sixth grade,Data and graphs,Create line plots,"A theme park developer recorded the number of people who visited the local water park last summer.Use the data in the table to complete the line plot below.Going to the water park last summerNumber of trips Number of people1 72 23 84 15 5Click to select the X's. To clear a column, click on the number line below it.Going to the water park last summer12345Number of trips"
Sixth grade,Data and graphs,Create and interpret line plots with fractions,"A peanut butter company spent a year researching the amount of peanut butter its customers use. The company sent customers peanut butter jars with measure marks. Over the year, the customers reported how many jars they used.Amount of peanut butter usedCustomer JarsRiley 134Naomi 134Quinn 134Vince 178Eduardo 158Sanjay 134Use the data in the table to complete the line plot below.Click to select the X's. To clear a column, click on the number line below it.Amount of peanut butter used1118114138112158134178Jars"
Sixth grade,Data and graphs,Create frequency charts,Gordon counted the number of pairs of shoes for sale at each of the shoe stores in the mall.Use the data to complete the frequency chart below.Pairs of shoes per store27   29   33   34   35   38   40   50   56   61   63   66   70   76   84   88   88   96   99   101   102   107   111  Fill in the missing number.Pairs of shoes per storeNumber of pairs of shoes Number of stores20-39 640-59 360-7980-99 5100-119 4
Sixth grade,Data and graphs,Interpret categorical data,
Sixth grade,Data and graphs,Create relative frequency tables,Fred asked his friends how they get to school each day.Getting to schoolTransportation method Bus Walk Bike CarFrequency 10 3 2 5Complete the relative frequency table for the data.Getting to schoolTransportation method Bus Walk Bike CarRelative frequency % % % %
Sixth grade,Data and graphs,Interpret bar graphs,
Sixth grade,Data and graphs,Create bar graphs,"A delivery driver delivered 6 pizzas on Tuesday, 8 pizzas on Wednesday, and 7 pizzas on Thursday.Use this data to complete the bar graph below.Click to set the height of the missing bar.TuesdayWednesdayThursday05678910DayNumber of pizzasPizzas delivered"
Sixth grade,Data and graphs,Create percent bar graphs,
Sixth grade,Data and graphs,Interpret double bar graphs,
Sixth grade,Data and graphs,Create double bar graphs,
Sixth grade,Data and graphs,Interpret histograms,
Sixth grade,Data and graphs,Create histograms,The staff of a game show tracked the performance of all the contestants during the past season.Use the data to complete the histogram below.Game show scores122268111214152222222323Click to set the height of the missing bar.0 - 45 - 910 - 1415 - 1920 - 24012345ScoreNumber of peopleGame show scores
Sixth grade,Data and graphs,Interpret circle graphs,
Sixth grade,Data and graphs,Interpret line graphs,
Sixth grade,Data and graphs,Create line graphs,The manager of Lacey's Cafe counted cups of coffee sold each day to determine the right quantity of coffee beans to roast.Use the data in the table to complete the line graph below.Coffee salesDay Cups soldTuesday 10Wednesday 0Thursday 8Friday 4Saturday 4Click to select points on the graph.WednesdayThursdayFridaySaturday12345678910Tuesday0xyDayCups soldCoffee sales
Sixth grade,Data and graphs,Interpret double line graphs,The sports teams at Lowell Middle School are raising money for new sports equipment.FebruaryMarchAprilMayJuneJulyAugust$0$10$20$30$40$50$60$70$80$90$100Amount raisedMonthSports equipment fundraising basketball team   baseball teamHow much money did the baseball team raise during April?$
Sixth grade,Data and graphs,Create double line graphs,
Sixth grade,Data and graphs,Interpret stem-and-leaf plots,The employee at the department store counted the number of ties on each tie rack.Ties per rack Stem   Leaf 2      23      14      3 45      0 66      2 37      8What is the largest number of ties?ties
Sixth grade,Data and graphs,Create stem-and-leaf plots,A food magazine published a listing of local restaurant ratings.Restaurant ratings121515192122242828313334363637393941414446Use the data to complete the stem-and-leaf plot.Restaurant ratingsStem Leaf12 5 5 921 2 4 8 831 3 4 6 6 7 9 94
Sixth grade,Data and graphs,Box plots,The principal of Oceanside Middle School recorded the number of students in each class.Class sizes at Oceanside Middle School202224262830What was the upper quartile of the class sizes?students
Sixth grade,Statistics,Identify statistical questions,
Sixth grade,Statistics,"Calculate mean, median, mode, and range",What is the range?
Sixth grade,Statistics,"Interpret charts and graphs to find mean, median, mode, and range",A baseball player paid attention to how many baseballs he hit in practice each day.Baseballs hitDay Number of baseballsTuesday 4Wednesday 6Thursday 5Friday 5Saturday 3Sunday 5Monday 7What is the range of the numbers?
Sixth grade,Statistics,"Mean, median, mode, and range: find the missing number",
Sixth grade,Statistics,"Changes in mean, median, mode, and range",
Sixth grade,Statistics,Calculate mean absolute deviation,"In the data set below, what is the mean absolute deviation?If the answer is a decimal, round it to the nearest tenth.mean absolute deviation (MAD):"
Sixth grade,Statistics,Calculate quartiles and interquartile range,"In the data set below, what is the lower quartile?5567778"
Sixth grade,Statistics,Identify an outlier,Select the outlier in the data set.76480828386919398
Sixth grade,Statistics,Identify an outlier and describe the effect of removing it,
Sixth grade,Statistics,Describe distributions in line plots,
Sixth grade,Statistics,"Identify representative, random, and biased samples",
Sixth grade,Probability,Counting principle,Sandra is customizing a new sailboat. There are 2 sizes of boats and 5 exterior colors to choose from. How many different sailboats can Sandra buy?sailboats
Sixth grade,Probability,Probability of one event,
Sixth grade,Probability,Make predictions,"You select a marble without looking and then put it back. If you do this 11 times, what is the best prediction possible for the number of times you will pick a purple or a blue marble?times"
Sixth grade,Probability,Probability of simple events and opposite events,You roll a 6-sided die.What is P(less than 2)?Write your answer as a fraction or whole number.
Sixth grade,Financial literacy,Compare checking accounts,
Sixth grade,Financial literacy,Check registers,Calculate the missing balance in Carla's check register.Check # Date Transaction Deposit Withdrawal Balance8/1 graphing calculator $194 38 $106 15451 8/5 new backpack $41 95 $64 208/25 transfer from savings $75 00 $
Sixth grade,Financial literacy,Debit cards and credit cards,
Sixth grade,Financial literacy,Credit reports,
Sixth grade,Financial literacy,Paying for college,Kiera is using multiple methods to pay for college. Match each method to its description.scholarshipwork-studysavingsDescriptionMethodMoney Kiera plans to earn at her job as a professor's research assistantMoney given to Kiera by her college because of her musical abilityMoney Kiera has been keeping in the bank for her tuition
Sixth grade,Financial literacy,"Occupations, education, and income",
