grade,category,skill,question
Second grade,Fractions,Make fourths,Cut the circle into fourths.Connect two dots to make a cut.
Second grade,Fractions,"Make halves, thirds, and fourths",Cut the rectangle into halves.Connect two dots to make a cut.
Second grade,Fractions,"Make halves, thirds, and fourths in different ways",This rectangle is cut into halves.Cut the rectangle into halves a different way.
Second grade,Fractions,Identify the fraction,
Second grade,Fractions,Which shape illustrates the fraction?,
Second grade,Fractions,Fractions of a group,
Second grade,Fractions,Fractions of a whole: modeling word problems,
Second grade,Fractions,Fractions of a whole: word problems,"Dan enjoys folding paper to make tiny animals. To make some new animals, he cuts a colorful sheet of paper into 3 equal pieces.What fraction represents each piece of the sheet of paper?"
Second grade,Fractions,Fractions of a group: word problems,Rob and his father made 4 pancakes. They put blueberries in 2 of the pancakes. What fraction of the pancakes have blueberries now?Use a slash ( / ) to separate the numerator and denominator.
Second grade,Probability,"More, less, and equally likely",
Second grade,Probability,"Certain, probable, unlikely, and impossible",
Second grade,Multiplication,Count equal groups,Fill in the blanks to describe the model.There are groups of dots.There are dots in each group.
Second grade,Multiplication,Identify multiplication sentences for equal groups,
Second grade,Multiplication,Write multiplication sentences for equal groups,Complete the multiplication sentence that describes the model.×2=6
Second grade,Multiplication,Relate addition and multiplication for equal groups,Here are three ways to describe the model. Fill in the blanks.There are groups of 2 dots.2+2+2=6×2=6
Second grade,Multiplication,Write multiplication sentences for arrays,Complete the multiplication sentence so that it describes the array.×2=4
Second grade,Multiplication,Write multiplication sentences for number lines,
Second grade,Multiplication,"Multiplication tables for 2, 3, and 4",Multiply:3 × 0 =
Second grade,Multiplication,Multiplication tables up to 5,Multiply:4 × 1 =
Second grade,Multiplication,"Multiplication tables for 2, 3, 4, 5, and 10",Multiply:4 × 5 =
Second grade,Division,Divide by counting equal groups,Fill in the blank to describe the model.The model has 6 dots divided into 3 equal groups.There are dots in each group.
Second grade,Division,Write division sentences for groups,"Fill in the blanks to describe the model.There are 6 dots divided into 2 equal groups.There are dots in each group.So, 6÷2=."
Second grade,Division,Divisors and quotients up to 5,Divide:9 ÷ 3 =
