grade,category,skill,question
Third grade,Equivalent fractions,Graph fractions equivalent to 1 on number lines,Graph66on the number line.016263646561
Third grade,Equivalent fractions,Select fractions equivalent to whole numbers using area models,
Third grade,Equivalent fractions,Find fractions equivalent to whole numbers,Type the missing number to complete the equivalent fraction.1=5
Third grade,Equivalent fractions,Find equivalent fractions with denominators of 10 and 100,Write the equivalent fraction with a denominator of 100:410=100
Third grade,Equivalent fractions,Write fractions in lowest terms,Write36in lowest terms:
Third grade,Compare fractions,Compare fractions using models,
Third grade,Compare fractions,Compare fractions using number lines,
Third grade,Compare fractions,Graph and compare fractions with like denominators on number lines,
Third grade,Compare fractions,Graph and compare fractions with like numerators on number lines,
Third grade,Compare fractions,Graph and compare fractions on number lines,
Third grade,Compare fractions,Compare fractions,
Third grade,Compare fractions,Compare fractions in recipes,
Third grade,Compare fractions,Benchmark fractions,
Third grade,Compare fractions,Graph and order fractions on number lines,"Graph24,34, and14on the number line.01424341Put the fractions in order from least to greatest.243414"
Third grade,Compare fractions,Order fractions with like denominators,Put these fractions in order from least to greatest.582818
Third grade,Compare fractions,Order fractions with like numerators,Put these fractions in order from least to greatest.363834
Third grade,Compare fractions,Order fractions,Put these fractions in order from least to greatest.161812
Third grade,Operations with fractions,Fractions of a number - unit fractions,What number is 13 of 6?
Third grade,Operations with fractions,Fractions of a number,What number is 34 of 8?
Third grade,Operations with fractions,Fractions of a number - unit fractions: word problems,Pizzeria Italiana has 8 employees. One-quarter of them are cooks. How many cooks work at Pizzeria Italiana?cooks
Third grade,Operations with fractions,Fractions of a number: word problems,One-half of the 10 plates in the cupboard are blue. How many blue plates are in the cupboard?blue plates
Third grade,Operations with fractions,Decompose fractions into unit fractions,Fill in the missing numbers to write34as a sum of unit fractions.34=++14243444
Third grade,Operations with fractions,Add fractions with like denominators using number lines,Complete the addition sentence for this model.013231+1313+3=23
Third grade,Operations with fractions,Subtract fractions with like denominators using number lines,Complete the subtraction sentence for this model.01424341-1434–4=24
Third grade,Operations with fractions,Add and subtract fractions with like denominators,Add.13  +  13  =  
Third grade,Operations with fractions,Add and subtract fractions with like denominators: word problems,"At the hardware store, 1/4 of the nails are size 2d and 2/4 of the nails are size 4d. What fraction of the nails are either size 2d or 4d?Write your answer as a fraction or as a whole or mixed number. of the nails"
Third grade,Units of measurement,Read a thermometer,What is the temperature?75°F95°F70°F90°F
Third grade,Units of measurement,Reasonable temperature,
Third grade,Units of measurement,Measure using an inch ruler,Move the ruler to measure the length of the nail to the nearest inch.0in123456The nail is about inches long.
Third grade,Units of measurement,Measurement word problems,
Third grade,Units of measurement,Which customary unit of length is appropriate?,
Third grade,Units of measurement,Which customary unit of weight is appropriate?,
Third grade,Units of measurement,Which customary unit of volume is appropriate?,
Third grade,Units of measurement,Which customary unit is appropriate?,
Third grade,Units of measurement,Compare and convert customary units of length,
Third grade,Units of measurement,Compare and convert customary units of weight,
Third grade,Units of measurement,Compare and convert customary units of volume,
Third grade,Units of measurement,Conversion tables - customary units,Complete the table:pounds 3ounces 16 80 128
Third grade,Units of measurement,Compare customary units by multiplying,
Third grade,Units of measurement,Which metric unit of length is appropriate?,
Third grade,Units of measurement,Which metric unit of weight is appropriate?,
Third grade,Units of measurement,Which metric unit of volume is appropriate?,
Third grade,Units of measurement,Which metric unit is appropriate?,
Third grade,Units of measurement,Compare and convert metric units of length,"Convert:1,000 millimeters =  meters"
Third grade,Units of measurement,Compare and convert metric units of weight,"Convert:1,000 grams =  kilograms"
Third grade,Units of measurement,Compare and convert metric units of volume,"Convert:7,000 milliliters =  liters"
Third grade,Units of measurement,Conversion tables - metric units,Complete the table:liters 2 3 5 6 10milliliters
Third grade,Units of measurement,Choose the appropriate measuring tool,
Third grade,Two-dimensional shapes,Identify two-dimensional shapes,What shape is this?circletriangle
Third grade,Two-dimensional shapes,Count and compare sides and vertices,How many vertices does this shape have?vertices
Third grade,Two-dimensional shapes,Open and closed shapes,
Third grade,Two-dimensional shapes,Is it a polygon?,
Third grade,Two-dimensional shapes,"Lines, line segments, and rays",
Third grade,Two-dimensional shapes,"Angles greater than, less than, or equal to a right angle",
Third grade,Two-dimensional shapes,"Parallel, perpendicular, and intersecting lines",
Third grade,Two-dimensional shapes,"Reflection, rotation, and translation",
Third grade,Two-dimensional shapes,Identify congruent shapes,
Third grade,Two-dimensional shapes,Symmetry,Which picture has symmetry?
Third grade,Triangles and quadrilaterals,"Acute, obtuse, and right triangles",
Third grade,Triangles and quadrilaterals,"Scalene, isosceles, and equilateral triangles",
Third grade,Triangles and quadrilaterals,Parallel sides in quadrilaterals,
Third grade,Triangles and quadrilaterals,Identify parallelograms,
Third grade,Triangles and quadrilaterals,Identify trapezoids,Is this quadrilateral a trapezoid?yesno
Third grade,Triangles and quadrilaterals,Identify rectangles,
Third grade,Triangles and quadrilaterals,Identify rhombuses,
Third grade,Triangles and quadrilaterals,Classify quadrilaterals,
Third grade,Triangles and quadrilaterals,Draw quadrilaterals,Draw a parallelogram.
Third grade,Three-dimensional shapes,Identify three-dimensional shapes,
Third grade,Three-dimensional shapes,"Count vertices, edges, and faces",How many faces does this shape have?faces
Third grade,Three-dimensional shapes,Identify faces of three-dimensional shapes,
Third grade,Three-dimensional shapes,Shapes of everyday objects I,
Third grade,Three-dimensional shapes,Shapes of everyday objects II,Which object is shaped like a cylinder?
Third grade,Geometric measurement,Perimeter of rectangles,
Third grade,Geometric measurement,Perimeter of rectilinear shapes,
Third grade,Geometric measurement,Perimeter of polygons,
Third grade,Geometric measurement,Perimeter: find the missing side length,
Third grade,Geometric measurement,Perimeter: word problems,A rectangular red sticker is 19 millimeters wide and 13 millimeters tall. What is its perimeter?millimeters
Third grade,Geometric measurement,Find the area of figures made of unit squares,The shape is made of unit squares. What is the area of the shape?square units
Third grade,Geometric measurement,Select figures with a given area,
Third grade,Geometric measurement,Select two figures with the same area,
Third grade,Geometric measurement,Tile a rectangle and find the area,Use the unit squares to cover the rectangle.Created with SnapWhat is the area of the rectangle?square units
Third grade,Geometric measurement,Multiply to find the area of a rectangle made of unit squares,This rectangle is made of unit squares.Which multiplication expression represents the area of the rectangle?2×103×10What is the area of the rectangle?square units
Third grade,Geometric measurement,Create figures with a given area,Shade in a shape with an area of 10 square units.
Third grade,Geometric measurement,Create rectangles with a given area,Shade in a rectangle with an area of 12 square units.
Third grade,Geometric measurement,Find the area of rectangles and squares,
Third grade,Geometric measurement,Find the missing side length of a rectangle,
Third grade,Geometric measurement,Find the area of rectangles with missing unit squares,What is the area of the orange shape? Each square has an area of 1 square unit.square units
Third grade,Geometric measurement,Find the area of rectangles: word problems,A square playground has sides that are 10 meters long. What is the playground's area?square meters
Third grade,Geometric measurement,Find the areas of complex figures by dividing them into rectangles,"Find the area of the shape. First, draw a line to cut the shape into two rectangles.What are the areas of the two rectangles you made?square units and square unitsWhat is the area of the whole shape?square units"
Third grade,Geometric measurement,Find the area of complex figures,
Third grade,Geometric measurement,Find the area between two rectangles,
Third grade,Geometric measurement,Compare area and perimeter of two figures,
Third grade,Geometric measurement,Use area and perimeter to determine cost,Tyler's living room is 8 yards wide and 8 yards long. He wants to install pink carpet that costs $3.00 per square yard. How much will it cost to buy enough carpet for the living room?$
Third grade,Geometric measurement,Relationship between area and perimeter I,The rectangles below have the same area.3 cm4 cm2 cmWhat is the perimeter of the gray rectangle?centimeters
Third grade,Geometric measurement,Relationship between area and perimeter II,The rectangles below have the same perimeter.9 m6 m7 mWhat is the area of the red rectangle?square meters
