grade,category,skill,question
Fifth grade,Mixed operations,"Add, subtract, multiply, and divide fractions and mixed numbers",Divide.4÷112=
Fifth grade,Mixed operations,"Add, subtract, multiply, and divide fractions and mixed numbers: word problems",Professor Mosley weighed two pieces of metal for an experiment. The piece of iron weighed 3/4 of a pound and the piece of aluminum weighed 1/12 of a pound. How much more did the piece of iron weigh than the piece of aluminum?Write your answer as a fraction or as a whole or mixed number. pounds
Fifth grade,Problem solving,Make the largest possible quotient,"Make the largest quotient possible using the numbers below. Use each number exactly once.27, 21, 4+"
Fifth grade,Problem solving,Write numerical expressions for word problems,
Fifth grade,Problem solving,Multi-step word problems,"There are 9 forks in the silverware drawer. There are 6 more knives than forks, and there are twice as many spoons as knives. How many pieces of silverware are there in all?pieces of silverware"
Fifth grade,Problem solving,Multi-step word problems involving remainders,"A factory worker is packing boxes with 8 mugs each. The factory already had 35 mugs in stock, and it just made 32 more.Complete the sentence.There will be full boxes and mugs left over."
Fifth grade,Problem solving,Multi-step word problems: identify reasonable answers,"Mr. Carter is planning a special event for 98 guests. A catering company tells him that the cost of food for each guest will be $16. The cost for drinks for each guest will be another $5.Based on that, Mr. Carter works out that the total catering bill will be $20,580. Does that sound about right?Yes.No, it is much too high.No, it is much too low."
Fifth grade,Problem solving,Word problems with extra or missing information,
Fifth grade,Problem solving,Guess-and-check problems,"At the calendar shop, wall calendars cost $5 and desk calendars cost $2. Kelly spent $19 to buy 5 calendars. How many of each type of calendar did Kelly buy?wall calendarsdesk calendars"
Fifth grade,Problem solving,Find the order,
Fifth grade,Problem solving,Use Venn diagrams to solve problems,8 of the students in Samuel's class like to watch basketball and 5 like to watch figure skating. 5 students like to watch both basketball and figure skating. How many students like to watch basketball but not figure skating?Hint: Copy and complete the Venn diagram below to help you solve the problem.I like to watch basketballI like to watch figure skatingstudents
Fifth grade,Percents,What percentage is illustrated?,What percentage of the shape is purple?Write your answer using a percent sign (%).
Fifth grade,Percents,"Convert between percents, fractions, and decimals",How do you write 50% as a decimal?
Fifth grade,Percents,Percent of a number,What is 10% of 40?
Fifth grade,Money,Add and subtract money amounts,Subtract.$ 9 5 3– $ 6 3 1$
Fifth grade,Money,Add and subtract money: word problems,"A billionaire donated $6,498.00 to medical research and $6,132.00 to environmental causes. How much more did the billionaire donate to medical research than to environmental causes?$"
Fifth grade,Money,Add and subtract money: multi-step word problems,"Marilyn has earned a $4 credit on her movie rewards card, so she decides to take her sister to the movies. She buys them each a ticket that costs $10.95 and a popcorn to share that costs $7.50. If she uses her credit, how much will she spend in all?$"
Fifth grade,Money,Multiply money amounts,Multiply:$0.18×  9$
Fifth grade,Money,Multiply money amounts: word problems,A road map costs $1.96. Eve bought 4 road maps. How much did Eve spend in all?$
Fifth grade,Money,Multiply money amounts: multi-step word problems,Jonathan is buying string to make friendship bracelets. He buys 7 bundles of string in different colors. Each bundle costs $0.56. Tax for the 7 bundles is $0.35. How much money does Jonathan pay in all for the string?$
Fifth grade,Money,Divide money amounts,Divide:$7$9.73
Fifth grade,Money,Divide money amounts: word problems,Neil bought 4 fancy watches that each cost the same amount. The total cost was $174.88. What was the price of each watch?$
Fifth grade,Money,Price lists,"Alana has $17,356. How much money will Alana have left if she buys a ticket for a Hawaiian cruise and a ticket for a Mediterranean cruise?ticket for a Mexican cruise        $6,852ticket for a Hawaiian cruise        $9,136ticket for a South American cruise        $2,787ticket for a Mediterranean cruise        $7,788$"
Fifth grade,Money,Unit prices,A 7-kilogram bag of apples costs $14.28. What is the unit price?$ per kilogram
Fifth grade,Money,Find the number of each type of coin,"Lara has 8 coins worth 80¢. If the coins are all quarters and nickels, how many quarters and nickels does she have?quartersnickels"
Fifth grade,Number sequences,Use a rule to complete a number sequence,"Fill in the missing number in the pattern.The first number is 20. The rule is to subtract 5.20, 15, 10,"
Fifth grade,Number sequences,Compare patterns,
Fifth grade,Number sequences,Complete an increasing number sequence,"Type the next number in this sequence:1,    1,    3,    7,    13,    "
Fifth grade,Number sequences,Complete a geometric number sequence,"Type the missing number in this sequence:4,    16,    ,    256,    1,024"
Fifth grade,Number sequences,Number sequences: word problems,"The flower shop displays a different number of roses in the front window every month. It displayed 3 roses in March, 9 roses in April, 27 roses in May, 81 roses in June, and 243 roses in July. If this pattern continues, how many roses will the flower shop window display in August?roses"
Fifth grade,Number sequences,Number sequences: mixed review,"Type the missing number in this sequence:1,    3,    9,    27,    "
Fifth grade,Coordinate plane,Describe the coordinate plane,
Fifth grade,Coordinate plane,Objects on a coordinate plane,
Fifth grade,Coordinate plane,Graph points on a coordinate plane,
Fifth grade,Coordinate plane,Graph points from a table,
Fifth grade,Coordinate plane,Use a rule to complete a table and a graph,"Use this rule to complete the input/output table.Rule: Add 4 to the input.Input 1 2 3 4OutputNow, graph the input/output pairs from the table.1234567891012345678910xyInputOutput"
Fifth grade,Coordinate plane,Analyze graphed relationships,
Fifth grade,Coordinate plane,Coordinate planes as maps,
Fifth grade,Coordinate plane,Follow directions on a coordinate plane,"You start at (0, 1). You move up 1 unit. Where do you end?yx12345678910123456789100(, )"
Fifth grade,Variable expressions,Write variable expressions,Write an expression for 387 less than h.
Fifth grade,Variable expressions,Write variable expressions: word problems,
Fifth grade,Variable expressions,Evaluate variable expressions,Find the value of the expression2 × tfor t = 2.
Fifth grade,Variable expressions,Write variable equations: word problems,
Fifth grade,Variable expressions,Solve equations with whole numbers,Solve for p.p = 2 + 7p =
Fifth grade,Variable expressions,Solve equations with decimals,Solve for g.g + 4.2 = 5.2g =
Fifth grade,Variable expressions,Find a value using two-variable equations,Use the equation p=d+7 to find the value of p when d=3.p=
Fifth grade,Variable expressions,Complete a table for a two-variable relationship,"Read the following description of a relationship:Whenever Tristan's teacher assigns an essay to write, Tristan always writes 5 pages more than the minimum.Let m represent the minimum number of pages and w represent the number of pages Tristan writes.Complete the table using the equation w=m+5.m w1 623 84 9"
Fifth grade,Variable expressions,Complete a table from a graph,
Fifth grade,Variable expressions,Graph patterns using rules,"Cassie is teaching her younger brother, Seth, how to play a board game. To help him get started, she gives him a 5-point bonus at the start of the game. Then, she adds the points he gets during the game.The rule for this pattern is t = r + 5, where r is the number of points Seth gets and t is the total number of points Seth has.Graph 3 points that follow the rule.1234567891012345678910rtNumber of points Seth getsTotal number of points Seth has"
Fifth grade,Variable expressions,Graph a two-variable relationship,
Fifth grade,Variable expressions,Write a two-variable equation,Read the following description of a relationship:Brianna's parrot is 4 years older than her cat.Let c represent the cat's age and p represent the parrot's age.Complete the equation that represents the relationship between c and p.c p7 118 129 1310 14p=c+
Fifth grade,Data and graphs,Read a table,
Fifth grade,Data and graphs,Interpret line graphs,A vendor who sold bread at farmers' markets counted the number of leftover loaves at the end of each day.SundayMondayTuesdayWednesdayThursday12345678910Saturday0xyDayLeftover loavesLoaves of leftover breadHow many loaves of bread were left over on Wednesday?loaves
Fifth grade,Data and graphs,Create line graphs,A restaurant's average food preparation time was tracked from day to day as part of an efficiency improvement program.Use the data in the table to complete the line graph below.Average food preparation timeDay Food preparation time (minutes)Tuesday 10Wednesday 60Thursday 40Friday 30Saturday 10Click to select points on the graph.WednesdayThursdayFridaySaturday102030405060Tuesday0xyDayFood preparation time (minutes)Average food preparation time
Fifth grade,Data and graphs,Interpret bar graphs,"While looking through an almanac at the library, Andy noticed some data showing the population density of various states.ArkansasOklahomaWest Virginia05101520253035404550556065707580859095100Number of people per square mileStatesPopulation per square mile 1990 2000How many people per square mile lived in Oklahoma in 1990?people per square mile"
Fifth grade,Data and graphs,Interpret bar graphs: multi-step problems,
Fifth grade,Data and graphs,Create bar graphs,A meteorologist tracked the average rainfall in Seattle each month.Use the data in the table to complete the bar graph below.Average millimeters of rainfall in SeattleMonth Rainfall (mm)June 50July 20August 30September 50Click to set the height of the missing bar.JuneJulyAugustSeptember0102030405060MonthRainfall (mm)Average millimeters of rainfall in Seattle
Fifth grade,Data and graphs,Interpret pictographs,Look at this pictograph:Environmental fundraiserVictoriaAyanaJoeyEach = $5How much money did Ayana raise?$
Fifth grade,Data and graphs,Create pictographs,Use the data in the tally chart to complete the missing row in the pictograph below.Weekly allowancesName AllowanceRossJonathanXavierChaseEvelynClick to select the dollar signs.Weekly allowancesRossJonathanXavierChaseEvelyn=$10
Fifth grade,Data and graphs,Interpret line plots,A pasta company asked people about how much macaroni and cheese they ate.Eating macaroni and cheese last month012345Times eatenHow many people ate macaroni and cheese at least 2 times? people
Fifth grade,Data and graphs,Create line plots,"A survey asked people how often they visited the grocery store last week.Use the data in the table to complete the line plot below.Trips to the grocery store last weekNumber of trips Number of people1 52 63 84 75 46 1Click to select the X's. To clear a column, click on the number line below it.Trips to the grocery store last week123456Number of trips"
Fifth grade,Data and graphs,Create and interpret line plots with fractions,
Fifth grade,Data and graphs,Interpret frequency charts: one-step problems,"Mr. Vivaldi is getting ready for the spring orchestra concert. He used a frequency chart to record the number of students in each orchestra section.Orchestra studentsSection Frequencybrass 12percussion 8strings 24woodwind 14If13of the students in the strings section play the violin, how many students play the violin?students"
Fifth grade,Data and graphs,Interpret frequency charts: multi-step problems,Darren works at Ruff Cuts pet grooming salon. He uses a frequency chart to keep track of the dogs he grooms each month.Dogs groomed in AprilBreed Frequencyretriever 76husky 12poodle 58beagle 35terrier 19Darren saw two types of dogs more than the others. How many dogs of those types did Darren groom in April?dogs
Fifth grade,Data and graphs,Create frequency charts,"Mrs. Bohr wants to know more about her students' interests. One morning, she asked them to write down their favorite science subject in a table.Favorite science subjectchemistry geology chemistrybiology physics biologyphysics geology geologychemistry physics chemistrygeology biology physicsphysics chemistry chemistryUse the data to complete the frequency chart below.Favorite science subjectSubject Frequencybiologychemistrygeologyphysics"
Fifth grade,Data and graphs,Interpret stem-and-leaf plots,A real estate agent drove around the neighborhood and counted the number of houses on each block.Houses per block Stem   Leaf 0      7 91      0 0 3 92    3      0How many blocks have at least 10 houses but fewer than 40 houses?blocks
Fifth grade,Data and graphs,Create stem-and-leaf plots,"At a candy factory, butterscotch candies were packaged into bags of different sizes.Butterscotch candies per bag1822223442536068717374848693Use the data to complete the stem-and-leaf plot.Butterscotch candies per bagStem Leaf122 234425360 871 3 484 693"
Fifth grade,Probability and statistics,Find the mode,What is the mode?
Fifth grade,Probability and statistics,Find the mean,What is the mean?
Fifth grade,Probability and statistics,Find the median,What is the median?
Fifth grade,Probability and statistics,Find the range,What is the range?341331283030263635
Fifth grade,Probability and statistics,Mode: find the missing number,
Fifth grade,Probability and statistics,Mean: find the missing number,
Fifth grade,Probability and statistics,Median: find the missing number,"Tucker has the following data:717v310If the median is 10, which number could v be?420"
Fifth grade,Probability and statistics,Range: find the missing number,
Fifth grade,Probability and statistics,Interpret charts and graphs to find the mode,A newspaper researched how many grocery stores there are in each town.Grocery stores in each townTown Number of storesMarionGreenwoodAshlandRichmondChestertonSalemWatertownSpringfieldWhat is the mode of the numbers?
Fifth grade,Probability and statistics,Interpret charts and graphs to find the mean,The town council reported on how many stop signs there are on each street.Stop signsStreet Number of stop signsMarshall StreetWalker StreetIrving StreetSmith StreetMason StreetWatson StreetSpring StreetWhat is the mean of the numbers?
Fifth grade,Probability and statistics,Interpret charts and graphs to find the median,A gymnast jotted down the number of cartwheels she did each day.Doing cartwheelsDay Number of cartwheelsSaturday 16Sunday 16Monday 18Tuesday 12Wednesday 19What is the median of the numbers?
Fifth grade,Probability and statistics,Interpret charts and graphs to find the range,The town council reported on how many stop signs there are on each street.Stop signsStreet Number of stop signsPeabody StreetWatson StreetMason StreetSmith StreetJackson StreetIrving StreetWhat is the range of the numbers?
Fifth grade,Probability and statistics,Understanding probability,
Fifth grade,Probability and statistics,Find the probability,"If you flip a coin, what is the probability that it will land on tails?Write your answer as a fraction or a whole number. With fractions, use a slash ( / ) to separate the numerator and denominator."
Fifth grade,Probability and statistics,Make predictions,"You select a marble without looking and then put it back. If you do this 12 times, what is the best prediction possible for the number of times you will pick an orange or a pink marble?times"
Fifth grade,Probability and statistics,Combinations,"Rose and her friends are ordering a pizza to share. They want one vegetable topping and one meat topping. The vegetable toppings are green peppers, broccoli, onions, and olives. The meat toppings are ham, chicken, and salami. Given these choices, how many different combinations can Rose and her friends create?combinations"
Fifth grade,Time,Convert time units,Convert:20 days = weeks days
Fifth grade,Time,Add and subtract mixed time units,Add:1 year 10 months + 1 year 1 month = years months
Fifth grade,Time,Time zones,"If it is 10:00 P.M. in the Central Time Zone, what time is it in the Mountain Time Zone?"
Fifth grade,Time,Elapsed time,"It is now twenty to seven. What time will it be in three hours and fifty minutes? Write your answer using numbers and a colon (for example, 11:58)."
Fifth grade,Time,Find start and end times: word problems,
Fifth grade,Time,Schedules and timelines,Look at this timeline. Select the event that happened first.1980198319861989199219951998200120042007201020132016Los Angeles hosted Summer OlympicsBarcelona hosted Summer OlympicsAtlanta hosted Summer OlympicsSydney hosted Summer OlympicsTurin hosted Winter Olympics
Fifth grade,Units of measurement,Choose the appropriate customary unit of measure,
Fifth grade,Units of measurement,Compare and convert customary units of length,
Fifth grade,Units of measurement,Compare and convert customary units of weight,Convert:1 pound =  ounces
Fifth grade,Units of measurement,Compare and convert customary units of volume,Convert: cups = 1 pint
Fifth grade,Units of measurement,Compare and convert customary units,
Fifth grade,Units of measurement,Conversion tables - customary units,Complete the table:pints 10 12 18quarts 3 6 8
Fifth grade,Units of measurement,Compare customary units by multiplying,
Fifth grade,Units of measurement,Convert customary units involving fractions,Convert. Simplify your answer and write it as a proper fraction or as a whole or mixed number.quarts  = 12 of a gallon
Fifth grade,Units of measurement,Convert mixed customary units,Convert:5 pt 3 fl oz = fl oz
Fifth grade,Units of measurement,Add and subtract mixed customary units,Subtract:7 pt 1 c − 4 pt 1 c = pt c
Fifth grade,Units of measurement,Multi-step problems with customary unit conversions,"Toby thinks his pet goldfish, Finn, might be lonely. So, Toby buys another goldfish to keep Finn company. He also buys a large 10-gallon tank so the two fish can swim together. If Finn currently lives in a 2-quart fish bowl, how many times bigger is his new tank than his old bowl?times"
Fifth grade,Units of measurement,Choose the appropriate metric unit of measure,
Fifth grade,Units of measurement,Compare and convert metric units of length,Convert:1 kilometer =  meters
Fifth grade,Units of measurement,Compare and convert metric units of weight,Convert: grams = 1 kilogram
Fifth grade,Units of measurement,Compare and convert metric units of volume,Convert: milliliters = 10 liters
Fifth grade,Units of measurement,Compare and convert metric units,
Fifth grade,Units of measurement,Convert metric units involving decimals,"Convert:4,220 milliliters = liters"
Fifth grade,Units of measurement,Conversion tables - metric units,"Complete the table:milligrams 4,000 6,000 8,000grams 2 3 4"
Fifth grade,Units of measurement,Convert metric mixed units,Convert:8 kg 369 g = g
Fifth grade,Units of measurement,Add and subtract metric mixed units,Add:4 m 11 cm + 21 cm = m cm
Fifth grade,Units of measurement,Multi-step problems with metric unit conversions,"Nate's gym class is running a relay race. Each team of 4 students runs a total of 1.6 kilometers. If every student runs the same distance, how many meters does Nate run?meters"
Fifth grade,Units of measurement,Multi-step problems with customary or metric unit conversions,"The workers at Happy Home Department Store are packaging dish towels to ship to their brand new location. For shipping purposes, each box can hold no more than 14 kilograms. Each dish towel weighs 70 grams. How many dish towels can the workers put in each box?dish towels"
Fifth grade,Units of measurement,Understanding cubic units,
Fifth grade,Units of measurement,Reasonable temperature - Celsius and Fahrenheit,
Fifth grade,Two-dimensional figures,Is it a polygon?,Is this a polygon?yesno
Fifth grade,Two-dimensional figures,Number of sides in polygons,How many sides does a pentagon have?sides
Fifth grade,Two-dimensional figures,Regular and irregular polygons,
Fifth grade,Two-dimensional figures,"Points, lines, line segments, rays, and angles",
Fifth grade,Two-dimensional figures,"Parallel, perpendicular, and intersecting lines",Are these lines perpendicular?yesno
Fifth grade,Two-dimensional figures,Types of angles,
Fifth grade,Two-dimensional figures,"Angles of 90, 180, 270, and 360 degrees",
Fifth grade,Two-dimensional figures,Measure angles with a protractor,What is the measurement of this angle?°
Fifth grade,Two-dimensional figures,Sort polygons into Venn diagrams,
Fifth grade,Two-dimensional figures,Properties of polygons,
Fifth grade,Two-dimensional figures,Parts of a circle,
Fifth grade,Triangles and quadrilaterals,"Acute, obtuse, and right triangles",
Fifth grade,Triangles and quadrilaterals,"Scalene, isosceles, and equilateral triangles",
Fifth grade,Triangles and quadrilaterals,Classify triangles,
Fifth grade,Triangles and quadrilaterals,Parallel sides in quadrilaterals,
Fifth grade,Triangles and quadrilaterals,Identify parallelograms,
Fifth grade,Triangles and quadrilaterals,Identify trapezoids,
Fifth grade,Triangles and quadrilaterals,Identify rectangles,
Fifth grade,Triangles and quadrilaterals,Identify rhombuses,
Fifth grade,Triangles and quadrilaterals,Classify quadrilaterals,
Fifth grade,Triangles and quadrilaterals,Draw quadrilaterals,Draw a rectangle that is not a square.
Fifth grade,Triangles and quadrilaterals,Identify the relationships between quadrilaterals,
Fifth grade,Triangles and quadrilaterals,Describe relationships among quadrilaterals,
Fifth grade,Symmetry and transformations,Line symmetry,Is the dotted line a line of symmetry?yesno
Fifth grade,Symmetry and transformations,Rotational symmetry,
Fifth grade,Symmetry and transformations,Rotational symmetry: amount of rotation,This image has rotational symmetry. What is the smallest fraction of a full turn you need to rotate the image for it to look the same?17 of a full turn19 of a full turn12 of a full turn13 of a full turn
Fifth grade,Symmetry and transformations,"Reflection, rotation, and translation",
Fifth grade,Symmetry and transformations,Identify congruent and similar figures,
Fifth grade,Three-dimensional figures,Identify three-dimensional figures,What shape is this?spherecone
Fifth grade,Three-dimensional figures,"Count vertices, edges, and faces",How many faces does this shape have?faces
Fifth grade,Three-dimensional figures,Nets of three-dimensional figures,
Fifth grade,Three-dimensional figures,Three-dimensional figures viewed from different perspectives,
Fifth grade,Geometric measurement,Perimeter with whole number side lengths,
Fifth grade,Geometric measurement,Perimeter with decimal side lengths,What is the perimeter?5.4 mm6.9 mm2.7 mm4.6 mm2.7 mm2.3 mmmillimeters
Fifth grade,Geometric measurement,Perimeter with fractional side lengths,Find the perimeter.Write your answer as a fraction or as a whole or mixed number.118 ft118 ft118 ft118 ftfeet
Fifth grade,Geometric measurement,Perimeter of figures on grids,What is the perimeter of the shaded figure?12345123450units
Fifth grade,Geometric measurement,Area of squares and rectangles,What is the area?17 m16 msquare meters
Fifth grade,Geometric measurement,Area of squares and rectangles with fractions,What is the area?Write your answer as a fraction or as a whole or mixed number.1 23 yd1  ydsquare yards
Fifth grade,Geometric measurement,Area of triangles,What is the area?12 mm7 mmsquare millimeters
Fifth grade,Geometric measurement,Area of parallelograms and trapezoids,What is the area?18 mm11 mm14 mmsquare millimeters
Fifth grade,Geometric measurement,Area of compound figures,
Fifth grade,Geometric measurement,Area between two rectangles,
Fifth grade,Geometric measurement,Area of figures on grids,What is the area of the shaded figure?12345123450square units
Fifth grade,Geometric measurement,Area and perimeter: word problems,A square piece of gold has sides that are 5 millimeters long. What is the piece of gold's area?square millimeters
Fifth grade,Geometric measurement,Volume of rectangular prisms made of unit cubes,What is the volume of this object?cubic units
Fifth grade,Geometric measurement,Volume of irregular figures made of unit cubes,What is the volume of this object?cubic units
Fifth grade,Geometric measurement,Volume of cubes and rectangular prisms,What is the volume?5 cm4 cm5 cmcubic centimeters
Fifth grade,Geometric measurement,Relationship between volume and the area of the base: word problems,"Josiah packs crates of produce in trucks that are shaped like rectangular prisms. Each crate is shaped like a cube and has a volume of one cubic foot. The floor of one truck is completely covered by a layer of 70 crates. If 6 layers of crates would fill the entire truck, what is its volume?cubic feet"
Fifth grade,Geometric measurement,Volume of cubes and rectangular prisms: word problems,Percy's family is moving across town. They are busy packing their furniture into a moving van. The storage space in the moving van is shaped like a rectangular prism. It has a floor area of 14 square meters and a height of 2 meters. What is the volume of the moving van's storage space?cubic meters
Fifth grade,Geometric measurement,Compare volumes and dimensions of rectangular prisms: word problems,
Fifth grade,Geometric measurement,Volume of cubes and rectangular prisms with decimal side lengths,What is the volume?5.7 in5.7 in5.7 incubic inches
Fifth grade,Geometric measurement,Surface area,What is the surface area?6 ft8 ft5 ftsquare feet
Fifth grade,Financial literacy,Income and payroll taxes: understanding pay stubs,"Look at Thad's pay stub. Thad lives in a state that has state income tax.EmployeePay periodThad JamesJune 12-18Total earnings$1,100.00Federal income tax$172.02State income tax$80.70Other taxes$84.00Total taxes?Pay after taxes?How much did Thad make after taxes?$"
Fifth grade,Financial literacy,Income and payroll taxes: word problems,"Shannon earns $4,753 a month. She pays $701 in federal income tax and $364 in other taxes. What is her pay after taxes?$"
Fifth grade,Financial literacy,Sales and property taxes: word problems,Colette buys a $44 bookshelf for her living room. The sales tax is $0.08 on every $1. How much tax will Colette have to pay?$
Fifth grade,Financial literacy,Identify types of taxes,
Fifth grade,Financial literacy,Understand gross and net income,Complete the sentence. is total income ﻿.Net income . . . after extra earnings are addedGross income . . . before payroll taxes are taken out
Fifth grade,Financial literacy,Calculate gross and net income,Avery has a new job making smoothies at Jumble Juices. She got a paycheck for her first two weeks of work. Her gross income was $450. Jumble Juices withheld $58.50 in federal income tax and $26.70 in other taxes.What was Avery's net income for the two weeks?$
Fifth grade,Financial literacy,Identify advantages and disadvantages of payment methods,
Fifth grade,Financial literacy,Evaluate payment methods,"Justin wants to buy a guitar that costs $175. If he buys it with a debit card, he will be charged a processing fee of $2.What is the total cost of buying the guitar with a debit card?$"
Fifth grade,Financial literacy,Reading financial records,This is Zoe's complete financial record for December:Date Description Received Expenses Available FundsBalance: end of November $289.1512/4 snowman kit $9.90 $279.2512/14 money from Grandpa $40.00 $319.2512/16 gift for teacher $12.45 $306.80How much money did Zoe's grandpa give her?$
Fifth grade,Financial literacy,Keeping financial records,"Russell keeps this financial record:Date Description Received Expenses Available FundsBalance: end of January $216.102/1 box of cereal $2.35 $213.752/5 house-sitting $35.00 $248.752/11 jazz album for Grandpa $ $ $On February 11, Russell spent $16.95 on a jazz album for his grandpa. Complete that row in the record."
Fifth grade,Financial literacy,Balance a budget,This table shows Kylie's January budget. How much money does she need to earn at the shoe store to balance her budget? Complete the table.Kylie's January budgetIncome ExpensesJob at a shoe store: $ Tickets to a play: $40Money leftover from December: $130 Winter boots: $140Gift from brother: $10 Winter coat: $120Total: $ Total: $
Fifth grade,Financial literacy,Adjust a budget,
