grade,category,skill,question
Fourth grade,Add and subtract fractions with like denominators,Add fractions with like denominators using strip models,Add. Use the fraction strips to help.11818181818181818581858+18=
Fourth grade,Add and subtract fractions with like denominators,Add fractions with like denominators using number lines,Complete the addition sentence for this model.810+110=10
Fourth grade,Add and subtract fractions with like denominators,Add fractions with like denominators,Add.18  +  38  =  
Fourth grade,Add and subtract fractions with like denominators,Subtract fractions with like denominators using area models,Use the pictures to subtract.−=?23–13=
Fourth grade,Add and subtract fractions with like denominators,Subtract fractions with like denominators using strip models,Subtract. Use the fraction strips to help.11717171717171757–27=
Fourth grade,Add and subtract fractions with like denominators,Subtract fractions with like denominators using number lines,
Fourth grade,Add and subtract fractions with like denominators,Subtract fractions with like denominators,Subtract.34  –  14  =  
Fourth grade,Add and subtract fractions with like denominators,Add and subtract fractions with like denominators using number lines,Complete the addition sentence for this model.01424341+1414+14=4
Fourth grade,Add and subtract fractions with like denominators,Add and subtract fractions with like denominators,Add.26  +  26  =  
Fourth grade,Add and subtract fractions with like denominators,Compare sums and differences of fractions with like denominators,
Fourth grade,Add and subtract fractions with like denominators,Add and subtract fractions with like denominators: word problems,"For a class gardening project, 1/4 of Mrs. Roy's students planted marigolds and 1/4 planted tulips. What fraction of the class planted either marigolds or tulips?Write your answer as a fraction or as a whole or mixed number. of the students"
Fourth grade,Add and subtract fractions with like denominators,Add and subtract fractions with like denominators in recipes,"If you mix the chocolate-covered raisins and chocolate chunks together, how many cups will there be in all?Chocolatey candy mixINGREDIENTS:1 cup chocolate chips34cup chocolate-covered cherries23cup chocolate-covered raisins12cup chocolate-covered peanuts23cup chocolate chunks1 cup chocolate malt ballsWrite your answer as a fraction or as a whole or mixed number.cups"
Fourth grade,Add and subtract fractions with like denominators,Add 3 or more fractions with like denominators,Add.28  +  38  +  28  =  
Fourth grade,Add and subtract fractions with like denominators,Add and subtract mixed numbers with like denominators,Add. Write your answer as a fraction or as a whole or mixed number.4 13 + 6 13 = 
Fourth grade,Add and subtract fractions with like denominators,Add and subtract mixed numbers with like denominators: word problems,The Sweet Slice Cafe had 9 1/5 pounds of white sugar and 5 1/5 pounds of brown sugar left at the end of a very busy day. How much sugar did The Sweet Slice Cafe have in all?Write your answer as a fraction or as a whole or mixed number. pounds
Fourth grade,Add and subtract fractions with unlike denominators,Add fractions: denominators 10 and 100,Add:810+12100=100
Fourth grade,Add and subtract fractions with unlike denominators,Identify fraction expressions with a particular sum: denominators of 10 and 100,
Fourth grade,Add and subtract fractions with unlike denominators,Add fractions with unlike denominators using models,Add.18+12=Use the model to help you.18+12
Fourth grade,Add and subtract fractions with unlike denominators,Add fractions with unlike denominators,Add.18  +  14  =  
Fourth grade,Add and subtract fractions with unlike denominators,Subtract fractions with unlike denominators using models,Subtract.46–13=Use the model to help you.16161616–13
Fourth grade,Add and subtract fractions with unlike denominators,Subtract fractions with unlike denominators,Subtract.13  –  16  =  
Fourth grade,Add and subtract fractions with unlike denominators,Add and subtract fractions with unlike denominators: word problems,"Abby and her sister went together to get haircuts. Abby got 5/6 of an inch cut off and her sister got 1/3 of an inch cut off. Compared to her sister, how much more hair did Abby get taken off?Write your answer as a fraction or as a whole or mixed number. inches"
Fourth grade,Add and subtract fractions with unlike denominators,Add 3 or more fractions with unlike denominators,Add.18  +  18  +  12  =  
Fourth grade,Add and subtract fractions with unlike denominators,Add 3 or more fractions with like and unlike denominators: word problems,"A construction company ordered 1/4 of a ton of concrete, 1/4 of a ton of bricks, and 3/8 of a ton of stone. How many tons of material did the company order in all?tons"
Fourth grade,Multiply fractions,Multiply unit fractions by whole numbers using number lines,
Fourth grade,Multiply fractions,Multiply unit fractions by whole numbers using models,
Fourth grade,Multiply fractions,Multiples of unit fractions: find the missing numbers,Complete the multiplication sentence.68=×18
Fourth grade,Multiply fractions,Multiply unit fractions by whole numbers: sorting,"Is each product less than 1, equal to 1, or greater than 1?Place each product into the correct box.13×412×512×4less than 1equal to 1greater than 1"
Fourth grade,Multiply fractions,Multiply unit fractions by whole numbers,Multiply. Write your answer as a fraction or as a whole or mixed number.12 ×  2  = 
Fourth grade,Multiply fractions,Multiply unit fractions by whole numbers: word problems,Reggie operates an orange juice stand. On Monday he used 1/4 of a bag of oranges. On Tuesday he used 3 times as many oranges as on Monday. How many bags of oranges did Reggie use on Tuesday?Write your answer as a fraction or as a whole or mixed number.bags
Fourth grade,Multiply fractions,Multiply fractions by whole numbers using number lines,The model shows the product of55and 2.0152535455565758595105Complete the multiplication sentence that matches the model.55×2=
Fourth grade,Multiply fractions,Multiply fractions by whole numbers using models,
Fourth grade,Multiply fractions,Multiply fractions by whole numbers using models: complete the equation,
Fourth grade,Multiply fractions,Multiples of fractions: find the missing numbers,Complete the multiplication sentence.2×26=×16
Fourth grade,Multiply fractions,Multiply fractions by whole numbers: sorting,"Is each product less than 1, equal to 1, or greater than 1?Place each product into the correct box.24×134×224×3less than 1equal to 1greater than 1"
Fourth grade,Multiply fractions,Multiply fractions by whole numbers,Multiply. Write your answer as a fraction or as a whole or mixed number.8  × 14 = 
Fourth grade,Multiply fractions,Multiply fractions by whole numbers: word problems,"Yesterday, Katy's Doughnut Shop sold 1/3 as many chocolate doughnuts as cinnamon doughnuts. If they sold 3 trays of cinnamon doughnuts, how many trays of chocolate doughnuts did they sell?Write your answer as a fraction or as a whole or mixed number.trays"
Fourth grade,Multiply fractions,Multiply fractions and mixed numbers by whole numbers in recipes,What quantity of sugar would you need to make a double recipe?Very cherry pieINGREDIENTS:2 cups cherries34cup sugar58cup flour113teaspoons vanilla12teaspoon cinnamon1 pie crustWrite your answer as a fraction or as a whole or mixed number.cups
Fourth grade,Multiply fractions,Fractions of a number,What number is 12 of 10?
Fourth grade,Multiply fractions,Fractions of a number: word problems,The bakery has 6 cakes. One-half of the cakes have pink frosting. How many cakes at the bakery have pink frosting?cakes
Fourth grade,Decimals,What decimal number is illustrated?,
Fourth grade,Decimals,Model decimals and fractions,Show610by shading the model.Click and drag to shade.
Fourth grade,Decimals,Understanding decimals expressed in words,Write one and one tenth as a decimal number.
Fourth grade,Decimals,Place values in decimal numbers,
Fourth grade,Decimals,One-tenth or one-hundredth more or less,What number is one-tenth more than 0.7?
Fourth grade,Decimals,Equivalent decimals,
Fourth grade,Decimals,Graph decimals on number lines,Graph 0.6 on the number line.0.00.10.20.30.40.50.60.70.80.91.0
Fourth grade,Decimals,Decimal number lines,Find the value of y. Write your answer as a decimal number.0y1y =
Fourth grade,Decimals,Graph fractions as decimals on number lines,Graph510on the number line.0.00.10.20.30.40.50.60.70.80.91.0
Fourth grade,Decimals,Convert fractions and mixed numbers to decimals - denominators of 10 and 100,Write 910 as a decimal number.
Fourth grade,Decimals,Convert fractions and mixed numbers to decimals,Write 3100 as a decimal number.
Fourth grade,Decimals,Convert decimals to fractions and mixed numbers,Write 0.4 as a fraction.
Fourth grade,Decimals,Convert decimals between standard and expanded form using fractions,
Fourth grade,Decimals,Round decimals,What is 7.28 rounded to the nearest tenth?
Fourth grade,Decimals,Compare decimals using models,
Fourth grade,Decimals,Compare decimals on number lines,
Fourth grade,Decimals,Compare decimal numbers,
Fourth grade,Decimals,Put decimal numbers in order I,Put these numbers in order from greatest to least.1.89 1.11 1.71 1.35 2.33
Fourth grade,Decimals,Put decimal numbers in order II,Put these numbers in order from least to greatest.0.34 34.06 3.46
Fourth grade,Decimals,Compare decimals and fractions on number lines,Graph 0.1 and710on the number line.0.00.10.20.30.40.50.60.70.80.91.0Which number is closer to 1.0?0.1710
Fourth grade,Decimals,Compare decimals and fractions,
Fourth grade,Decimals,Number sequences involving decimals,"Fill in the missing numbers to complete the pattern:5.2,,,5.8,6.0,6.2"
Fourth grade,Add and subtract decimals,Add decimal numbers,"Add.9 3 1 . 2+ 3 2 1 . 2,."
Fourth grade,Add and subtract decimals,Subtract decimal numbers,Subtract.6 . 4 4– 6 . 0 6.
Fourth grade,Add and subtract decimals,Add and subtract decimals,Subtract.0 . 8– 0 . 6.
Fourth grade,Add and subtract decimals,Add and subtract decimals: word problems,Cora bought 6.9 ounces of flour and she used 5.8 ounces of it to make biscuits. How much is left?ounces
Fourth grade,Add and subtract decimals,Choose decimals with a particular sum or difference,Choose two numbers from the box to complete the addition sentence.0.50.90.10.2+ = 0.7
Fourth grade,Add and subtract decimals,Add 3 or more decimals,Add.6 . 85 . 1+ 9 . 6.
Fourth grade,Add and subtract decimals,Add 3 or more decimals: word problems,"A chemist has several beakers full of different liquids that she will use to make a solution. The chemist records the amount of liquid in each beaker: 0.9 milliliters, 0.2 milliliters, and 0.8 milliliters. How many milliliters of solution will the chemist have after she mixes together the liquids in the beakers?milliliters"
Fourth grade,Add and subtract decimals,Complete the addition or subtraction sentence,Fill in the missing number:.+ 0 . 60 . 7
Fourth grade,Add and subtract decimals,Inequalities with addition and subtraction,
Fourth grade,Add and subtract decimals,Estimate sums and differences of decimals,Estimate the sum by rounding each number to the nearest whole number and then adding.10.3 + 6.6The sum is approximately .
Fourth grade,Add and subtract decimals,Solve decimal problems using diagrams,"The science lab is 23.1 miles west of the art supply store and 69.3 miles west of the bakery.Which is closer to the art supply store, the science lab or the bakery?science labbakery"
Fourth grade,Statistics,Find the mode,What is the mode?122002
Fourth grade,Statistics,Find the mean,What is the mean?88536
Fourth grade,Statistics,Find the median,What is the median?3163555
Fourth grade,Statistics,Find the range,What is the range?22131485
Fourth grade,Statistics,Interpret line plots to find the mode,"For a craft project, some people made key chains.Making key chains123456Key chains madeWhat is the mode of the numbers?"
Fourth grade,Statistics,Interpret line plots to find the mean,Some people were asked for their favorite numbers.People's favorite numbers between 1 and 512345Favorite numberWhat is the mean of the numbers?
Fourth grade,Statistics,Interpret line plots to find the median,Students in Mrs. Tiana's math class guessed a number between 1 and 5 and recorded the results.Guessing a number between 1 and 512345Number guessedWhat is the median of the numbers?
Fourth grade,Statistics,Interpret line plots to find the range,Dana and her friends recorded their scores while playing a board game.Scores on a board game678910ScoreWhat is the range of the numbers?
Fourth grade,Two-dimensional figures,Is it a polygon?,Is this a polygon?yesno
Fourth grade,Two-dimensional figures,Number of sides in polygons,
Fourth grade,Two-dimensional figures,"Points, lines, line segments, rays, and angles",What is this?a linea pointa line segmenta ray
Fourth grade,Two-dimensional figures,"Parallel, perpendicular, and intersecting lines",
Fourth grade,Two-dimensional figures,"Identify parallel, perpendicular, and intersecting lines",Which statement appears to be true?OPis parallel toST.QRis parallel toST.OPis perpendicular toST.
Fourth grade,Two-dimensional figures,Identify congruent figures,
Fourth grade,Triangles and quadrilaterals,"Acute, obtuse, and right triangles",
Fourth grade,Triangles and quadrilaterals,"Scalene, isosceles, and equilateral triangles",
Fourth grade,Triangles and quadrilaterals,Classify triangles,
Fourth grade,Triangles and quadrilaterals,Parallel sides in quadrilaterals,
Fourth grade,Triangles and quadrilaterals,Identify parallelograms,
Fourth grade,Triangles and quadrilaterals,Identify trapezoids,Is this quadrilateral a trapezoid?yesno
Fourth grade,Triangles and quadrilaterals,Identify rectangles,
Fourth grade,Triangles and quadrilaterals,Identify rhombuses,
Fourth grade,Triangles and quadrilaterals,Classify quadrilaterals,
Fourth grade,Triangles and quadrilaterals,Pick all the names for a quadrilateral,Pick all the names for this shape. Sides that appear to be parallel are parallel.parallelogramrhombusrectanglequadrilateral
Fourth grade,Triangles and quadrilaterals,Draw quadrilaterals,Draw a parallelogram that is not a square.
Fourth grade,Symmetry,Identify lines of symmetry,Is the dotted line a line of symmetry?yesno
Fourth grade,Symmetry,Draw lines of symmetry,Draw all the lines of symmetry for this shape.Line 1+
Fourth grade,Symmetry,Count lines of symmetry,How many lines of symmetry does this shape have?
Fourth grade,Symmetry,Rotational symmetry,Does this picture have rotational symmetry?yesno
Fourth grade,Angles,"Acute, right, obtuse, and straight angles",
Fourth grade,Angles,Angles as fractions of a circle,What fraction of the circle does this angle cut out?1412341 whole
Fourth grade,Angles,Use fractions to find the measure of an angle,"This angle cuts out16of the circle. Find the measure of the angle.Start by writing16as a fraction with a denominator of 360.16=360So, the measure of the angle is °."
Fourth grade,Angles,"Angles of 90, 180, 270, and 360 degrees",
Fourth grade,Angles,Measure angles on a circle,What is the measure of this angle? The dashes are 15° apart.°
Fourth grade,Angles,Measure angles with a protractor,
Fourth grade,Angles,Draw angles with a protractor,Use the protractor to make a 90° angle.
Fourth grade,Angles,Estimate angle measurements,
Fourth grade,Angles,Adjacent angles,What is the value of c?c30°70°°
Fourth grade,Angles,Angle measures: word problems,Two angles join to form a right angle. The first angle measures 10°.What is the measure of the second angle?°
Fourth grade,Three-dimensional figures,Identify three-dimensional figures,What shape is this?spherecone
Fourth grade,Three-dimensional figures,"Count vertices, edges, and faces",How many faces does this shape have?faces
Fourth grade,Three-dimensional figures,Identify faces of three-dimensional figures,Does this shape have a square as a face?yesno
Fourth grade,Three-dimensional figures,Properties of three-dimensional figures,
Fourth grade,Three-dimensional figures,Nets of three-dimensional figures,
Fourth grade,Geometric measurement,Find the perimeter of rectangles using formulas,
Fourth grade,Geometric measurement,Perimeter of polygons,
Fourth grade,Geometric measurement,Perimeter: find the missing side length,
Fourth grade,Geometric measurement,Perimeter: word problems,A rectangular parking lot is 97 meters long and 72 meters wide. What is its perimeter?meters
Fourth grade,Geometric measurement,Create figures with a given area,Shade in a shape with an area of 10 square units.
Fourth grade,Geometric measurement,Create rectangles with a given area,Shade in a rectangle with an area of 6 square units.
Fourth grade,Geometric measurement,Find the area or missing side length of a rectangle,
Fourth grade,Geometric measurement,Area: word problems,Each side of a square newspaper ad is 4 centimeters long. What is the newspaper ad's area?square centimeters
Fourth grade,Geometric measurement,Area of complex figures (with all right angles),
Fourth grade,Geometric measurement,Area between two rectangles,
Fourth grade,Geometric measurement,Compare area and perimeter of two figures,
Fourth grade,Geometric measurement,Relationship between area and perimeter,The rectangles below have the same perimeter.2 mm7 mm6 mmWhat is the area of the purple rectangle?square millimeters
Fourth grade,Geometric measurement,Area and perimeter: word problems,A square piece of tissue paper has sides that are 4 centimeters long. What is the tissue paper's area?square centimeters
Fourth grade,Geometric measurement,Rectangles: relationship between perimeter and area word problems,The area of a rectangular closet is 20 square feet. The perimeter is 18 feet. What are the dimensions of the closet?feet by feet
Fourth grade,Geometric measurement,Volume,What is the volume of this object?cubic units
Fourth grade,Geometric measurement,Use area and perimeter to determine cost,Dillon's living room is 4 meters wide and 6 meters long. He wants to install blue carpet that costs $5.00 per square meter. How much will it cost to buy enough carpet for the living room?$
Fourth grade,Financial literacy,Identify fixed and variable expenses,
Fourth grade,Financial literacy,Calculate profit: word problems,"Betty sold $245 worth of candles at a craft fair. In all, her expenses were $188.45. How much profit did Betty make?$"
Fourth grade,Financial literacy,Compare savings options,
Fourth grade,Financial literacy,Budget a weekly allowance: word problems,Ruben receives an allowance each week. He always saves $6 of his allowance and keeps $8 for spending money. He gives the remaining $2 to his little brother.How much is Ruben's weekly allowance?$
Fourth grade,Financial literacy,Financial institution vocabulary,"Complete the sentences.the bankMs. ChanMs. Chan is opening a veterinarian office. She takes out a loan from a bank to help start her business. In this case,  is the borrower and  is the lender."
